gene	Adipo	Bcell	CLC	Endo	Fib	LEC	Myeloid	Neural-like	Plasma	PSC	Tcell	tumor_Stromal_SC_1	tumor_Stromal_SC_2	tumor_Stromal_SC_3	tumor_Stromal_SC_4	tumor_Stromal_SC_5	tumor_Stromal_SC_6	ZF	ZG	ZR
MGP	-0.812168635829497	-0.7885192961499702	0.03330126509584228	0.48115427387464604	2.189286766414583	-0.09236639908359284	-0.5167764455203372	-0.7750952548239923	-0.8206734661446777	1.026733253227857	-0.7567453841110384	-0.3000431047541117	-0.409501228316387	-0.6876679920075265	2.9222156331038174	0.03083683189889648	-0.4223697538448253	-0.12211981272877508	-0.22389904207561298	0.0444177917747027
MCAM	2.2522766817720186	-0.6163286752456083	-0.3405165609444276	0.05028972087526083	-0.6015338824729671	-0.7288360218195844	-0.6454897525806875	-0.38016563347839843	-0.5973590324502638	-0.37973853077813474	-0.5570269446287264	-0.5713960101430104	1.1440310028164338	0.20886944067340676	2.896675237810798	0.3910951622872709	0.11862357486604926	-0.4697839900404233	-0.49406706905851366	-0.679618717460492
TAGLN	-0.16182926527515604	-0.5560631188276437	-0.6478495440238008	-0.7462132071751011	1.120643994574863	-0.5886634189079764	-0.4856315506919385	-0.7859672837577083	-0.8473109643560549	1.545120612271081	-0.7264873893339328	-0.1616666250710997	0.874802097684728	0.5826669225992829	2.863317326100958	0.8426468852066055	0.0400974856241031	-0.7230353284724407	-0.7314980136475657	-0.707079614521201
PDGFRB	-0.48512377546983854	-0.7153287165634319	-0.5332146096020656	-0.7568611186849007	0.37780012250068173	-0.6758497819657586	-0.7398507424111138	-0.6299140901868289	-0.7598687096576539	1.9047910832986295	-0.7545954717586063	0.6200167213326995	0.9919887606191351	-0.07107584026505831	2.4208182073815285	1.2679681725421434	0.7641209609073044	-0.7432180221942255	-0.7500870577418584	-0.7325160920807815
CD68	-0.7360662108302748	0.26794731003271843	-0.096674340691609	-0.48806741414874066	-0.4434664266858419	-0.3807531469481092	2.320844357252214	0.24789928089356963	-0.6366012632390768	-0.5412876060473509	-0.28242636765099505	-0.522110952056313	-0.8222875179010402	-1.16997230975609	2.33147415547922	0.8426375365561728	1.5503040184316748	-0.47294515840814844	-0.5615608405838689	-0.40688710369811193
STRIP1	-1.054223733736738	1.2270120046719315	-0.842369145441147	-0.5575887628119376	-0.8036329908946973	-0.574472937378533	-0.34873483761943946	-1.2285796146998187	-1.0041723954290431	-0.26092916545932127	0.1601037824222964	-1.206516668738156	0.6916977247488324	-0.48322954102078214	0.6182203599531484	2.4855337906890727	1.211338183952423	0.9869123333707065	0.5118038075722499	0.4718278058489481
TNC	-0.46412786581823773	-0.36097421358121495	-0.3635957609583673	-0.5195999746071635	-0.4963441535134448	-0.5718975999730112	-0.47227121077606055	-0.24478666913420186	-0.48793872965379165	-0.38701979325264696	-0.4532604650734743	-0.21011548371990824	-0.3391497710255508	0.24488047007052607	2.0136544189553347	2.4059426209382724	2.4040490081376436	-0.5638982373174778	-0.5668952056441514	-0.5666513840530729
CYP11B2	-0.4016588029134132	-0.4005553815038204	0.018594947465101153	-0.10317953830257846	0.022354457300641988	0.056679129904085024	-0.27145805467641293	-0.39108795077736885	-0.3784242853548817	-0.0679003329480503	-0.38305815349792993	-0.4039809791237539	-0.4039809791237539	-0.4039809791237539	-0.4039809791237539	-0.4039809791237539	-0.4039809791237539	0.319448829590503	4.120775622824339	0.28335538763230894
VSNL1	-0.49498838163015624	-0.4169954674629942	0.31627051648503607	-0.1254330664218051	0.12367474988072313	-0.02890182931764937	-0.27413714352803714	-0.1256571227570924	-0.47156023875707254	-0.0708768778688992	-0.44015321495983784	-0.5267414562244118	-0.47724775232065586	-0.4880530862117743	-0.47661168001251425	-0.46001535757501877	-0.31434251503870114	0.9116174109137356	3.975764450389341	-0.13561193758221554
DACH1	-0.6829473436489034	-0.6042256955312234	0.6011775489820861	0.048027630359386	0.5109512189536582	0.020069846502846805	-0.308584138298182	-0.22245979259678647	-0.6530357976585176	1.405116758458524	-0.5690533271064336	-0.7146812541002603	-0.7008222259837894	-0.7164840656726048	-0.6956567086033595	-0.6663961455913475	-0.3716201590844922	1.1241260272994882	3.2894176580014634	-0.09292003468155167
NCAM1	-0.7122484253250869	-0.6500181469603948	0.8806834452788986	-0.12889883980820246	0.23829166251231557	0.36934303738880714	-0.28990465600407517	-0.18162477705701088	-0.6254927837819592	0.1102448707383248	-0.5001320827554085	-0.7378422232516323	-0.6918968439237841	-0.7493075742128309	-0.7206773084664466	-0.6622041031662734	-0.4107824021076979	2.5139115013775206	2.685936999931093	0.2626186495938438
SULT2A1	-0.7285135381981496	-0.7074162308539561	1.4383791254409248	0.07971563468202754	0.46283312094612195	0.4687535851037107	-0.24806092794046777	-0.49058814408221896	-0.6213271409867309	0.28889913629727765	-0.6095053493552203	-0.7704907055398841	-0.7766998447932912	-0.7441030349514722	-0.7066719915049917	-0.7357225800445963	-0.6683217194936958	0.8928451641363321	1.2043115069353505	2.97168393420293
CYP11A1	-0.684697754003894	-0.6983255457855436	1.0539225511546455	0.09300236724516227	0.17542941373310592	0.20407758706402107	-0.16616058202959946	-0.6314442304853349	-0.6606560558145735	0.3013487914031718	-0.5887980851851856	-0.7003548182885617	-0.6945192619220393	-0.7118989885810088	-0.6916872415579708	-0.657130236630817	-0.6181165300254391	1.753388892844549	0.9584154560622954	2.9642042708030165
ABCB1	-0.7076253733713748	-0.5556112858579383	0.8353029724244675	-0.0751922389821846	-0.11846726540098432	0.25762691361312295	-0.3556820086900185	-0.26017244791485644	-0.6658310077077332	-0.021738884788250458	-0.3217761195269788	-0.7622151085985662	-0.7256992106925265	-0.757325313432806	-0.7100216309717122	-0.7332080522480852	-0.49324565031284884	1.9229032564806332	1.4244028110888056	2.823575644889835
NR5A1	-0.6224902486973914	-0.6194349983077665	0.5165423851959283	-0.05982076342647085	-0.1870112002750224	-0.03136669126730929	-0.24313960101015583	-0.5483235584645101	-0.5463450258445003	-0.011027944057978486	-0.534096331655529	-0.6348994110493561	-0.6229973225683783	-0.6030814255768332	-0.6348994110493561	-0.6169390080850273	-0.5788098580069144	2.338927933884095	1.7666908969746244	2.472521583287852
CYP11B1	-0.7559473480966279	-0.7713102592643598	0.9841806379357477	0.27333273275045494	0.39399737095901866	0.665370916093182	-0.09965495979567257	-0.7647503865136536	-0.6618949592859014	0.5549395869828829	-0.6124318880966135	-0.7722144891647419	-0.7722144891647419	-0.7722144891647419	-0.7722144891647419	-0.7668446977438927	-0.7722144891647419	2.1277569239049496	0.956815930742534	2.3375128452516623
