gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
AC022634.2	1.0727407732727125e-9	3.8830829473195525	1	0.345	3.5590320634868784e-5
AC097521.1	7.339886153374019e-14	3.8822268720857993	1	0.506	2.435154029104898e-9
SLCO1A2	1.7241981756144406e-10	3.8811848476920003	1	0.506	5.720372287236029e-6
AL583808.2	1.1870624806225527e-7	3.8810566786745695	0.75	0.31	0.0039383171919614435
CDHR4	6.202447836150966e-16	3.880918689492506	1	0.494	2.057786118599806e-11
HCN1	1.8141026950132298e-16	3.88016946672623	1	0.655	6.018648511245393e-12
UGT2B15	4.5438305829054e-12	3.879537854161347	1	0.471	1.5075066724905244e-7
AC018980.1	2.915633027065464e-8	3.8780592623142978	1	0.368	9.67319569389509e-4
AC005042.2	4.592570893128752e-13	3.876686662912218	1	0.506	1.523677245213326e-8
LGI3	1.2543691624019942e-24	3.8759526701019458	1	0.54	4.161620570101096e-20
AC018680.1	1.311801171347762e-13	3.8744903890588382	1	0.621	4.35216274618047e-9
PSKH2	5.628544049338391e-11	3.873740511156872	1	0.437	1.867382059248998e-6
LINC02118	6.850753930047241e-7	3.8712509372135013	0.875	0.391	0.022728746313717733
OTOP3	2.802357955797562e-13	3.8709847728829456	1	0.46	9.297382989949572e-9
AC004852.2	1.1724803372410835e-11	3.8685350540598087	1	0.529	3.889938014864743e-7
CCER1	8.776396890746366e-9	3.86852589126057	1	0.379	2.9117451964429217e-4
LINC01889	2.026649538482167e-12	3.867731765258942	1	0.471	6.723815173822284e-8
SRRM4	5.508062579607161e-18	3.8621491005674047	1	0.69	1.8274099220362677e-13
LINC02212	2.9351951079217517e-8	3.861428869836225	1	0.333	9.738096809551995e-4
LINC02064	6.615736078787683e-7	3.8604163606114925	0.875	0.276	0.021949027588593895
TECRL	7.040043338550988e-15	3.859478158664039	1	0.563	2.3356751784310615e-10
FENDRR	6.3420181426843e-7	3.8588624669812677	0.875	0.345	0.021040913591983703
DGKB	5.0332339795843e-18	3.857022832025257	1	0.724	1.669876037406683e-13
AC022168.1	2.34318715046352e-8	3.854813798621055	1	0.333	7.773992009092821e-4
GABRA2	3.2118522696216273e-14	3.850345095812468	1	0.644	1.0655962274923673e-9
LINC00939	3.796914854854737e-10	3.8465803362300215	0.875	0.448	1.2597024413951561e-5
ROS1	2.064978898791328e-13	3.8440376386284782	1	0.552	6.8509804925199885e-9
MIR548XHG	2.0433245504463387e-13	3.843521563674037	1	0.598	6.779137861015818e-9
OOSP1	1.8154825430608442e-8	3.8434764490361717	1	0.356	6.023226433112962e-4
IZUMO2	2.2108419500797756e-10	3.842556905177312	0.875	0.414	7.334910337779671e-6
FAM230C	9.124486478976651e-9	3.8407558875879095	1	0.506	3.027230879130084e-4
AC016576.1	6.978482972410396e-13	3.8397787016922984	1	0.437	2.315251295756597e-8
AC090371.2	2.2067194742972872e-10	3.835779019857018	0.875	0.494	7.32123319987611e-6
AC080068.1	5.4362317253630846e-8	3.8351833188365885	0.875	0.402	0.0018035785995237105
LINC01201	1.9734700289930376e-8	3.835139521812864	0.875	0.379	6.547381515190201e-4
UNC5D	8.919934755482746e-21	3.8351276216697574	1	0.782	2.9593667538265107e-16
AC022201.1	3.7692637088670053e-13	3.833519573211904	1	0.46	1.2505286206908064e-8
AL133464.1	8.424544461657512e-11	3.8325058596257544	1	0.494	2.7950111160441126e-6
AC000124.1	1.0904113300390238e-9	3.830669687895173	0.75	0.379	3.6176576696704694e-5
LINC01776	3.052638402427712e-8	3.82933457709062	1	0.425	0.001012773842773442
AC092958.1	1.9627570787322707e-10	3.8288559855855864	1	0.494	6.511839160110055e-6
LINC01923	1.8751281405769774e-9	3.8288548299258953	1	0.437	6.221112631992238e-5
AC010145.1	1.1774688952186445e-14	3.822022507640982	1	0.609	3.906488553666897e-10
CHST9	2.0067253516881084e-20	3.821567520742794	1	0.632	6.657712699295637e-16
AC106874.1	1.2274047968834443e-8	3.8207890947881893	1	0.402	4.072160894620203e-4
DYTN	1.4923197761043068e-12	3.8173793877999262	0.875	0.563	4.951069321181259e-8
AC020907.1	2.9520074032681877e-21	3.8168471941876163	1	0.609	9.793874961822867e-17
LINC01029	7.270928075610996e-7	3.81668603211773	0.875	0.345	0.0241227580764546
SULT4A1	5.583939046661247e-7	3.814323070337111	1	0.368	0.01852583457510802
AC099511.1	8.287794725139636e-13	3.8133302980860826	1	0.494	2.749641655959577e-8
C11orf53	2.4443272981237752e-9	3.8122790588781212	1	0.46	8.109544676985249e-5
PIH1D3	1.3832813828826201e-8	3.8108346629390955	1	0.345	4.589312643989669e-4
ADGRF2	2.1021892721974918e-7	3.8100587846737475	0.875	0.391	0.006974433348369618
LINC01531	1.2079492782553434e-8	3.8082561680616123	1	0.391	4.007613320467753e-4
TRPV5	4.967505055123867e-13	3.806886177378627	0.875	0.471	1.6480691521384455e-8
AC079414.1	8.358077748652519e-15	3.8063878321993894	0.875	0.506	2.772959454670446e-10
LINC01655	1.9643933380667595e-7	3.8016059731384226	1	0.322	0.006517267777704088
SLC6A5	1.9863078923000257e-8	3.799048067363593	1	0.356	6.589973694283795e-4
AC016687.2	9.547915476951019e-14	3.797573776030239	1	0.563	3.1677119177880395e-9
BTG4	9.215796621923414e-12	3.796829593360504	1	0.46	3.057524845255531e-7
IL36B	1.4219931817243595e-7	3.7936217480604393	0.875	0.379	0.004717746779006908
AC022023.1	1.690367912078823e-7	3.791662934059818	0.875	0.333	0.005608133621903912
AC022140.1	2.5758539299563615e-13	3.7915110179043507	1	0.448	8.54591058341622e-9
NMUR2	8.626753610620484e-8	3.791137236431072	0.875	0.379	0.002862098045395558
PTCSC3	4.170479060387655e-14	3.7910802126277385	0.875	0.425	1.3836398378648122e-9
AC109441.1	5.754153701348587e-14	3.7902256189665433	1	0.54	1.909055573496421e-9
AC106744.1	2.9789124976671853e-15	3.785150510928111	1	0.54	9.883137993510421e-11
LINC02003	6.743152794944628e-7	3.7850723105028674	0.875	0.345	0.02237175802778779
POM121L2	2.025783320231011e-8	3.784805740474922	1	0.391	6.720941321530424e-4
LINC00879	1.603426935542294e-14	3.7844651589405496	1	0.598	5.319689544048669e-10
NAT16	8.397862622941502e-8	3.784134379898088	0.875	0.402	0.002786158882413302
AL589678.1	2.3411712912845527e-7	3.7840312179536917	0.875	0.356	0.007767303993094761
AC073316.1	4.7352678254314625e-14	3.7834113384858146	1	0.586	1.5710198064433963e-9
LINC01720	8.505175500054723e-12	3.7831609052214095	1	0.437	2.8217620756531557e-7
LINC02496	1.5790397767249692e-7	3.782334316986686	0.875	0.379	0.0052387802672404305
AC091885.2	1.6009172883878262e-12	3.782126572374078	1	0.46	5.311363287684291e-8
LINC01378	2.68339046498257e-16	3.7790890203957686	1	0.69	8.902684545672672e-12
AC117386.1	1.591914837482635e-11	3.7790516364561286	1	0.425	5.281495856316138e-7
AC073941.1	5.970006539114885e-14	3.7781871439181347	1	0.598	1.9806690694821454e-9
AC015522.1	3.09721978706584e-15	3.7781647981148145	1	0.621	1.0275646087548337e-10
AL583808.3	1.0462376563442916e-6	3.7766719238529416	0.875	0.345	0.03471102672453456
