gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	pct_diff	cell_type
OGA	2.1976526229375295e-14	0.8003274685901711	0.404	0.479	7.291152107119842e-10	-0.07499999999999996	PSC
DNAJC6	2.2651988648040116e-14	2.690682200948933	0.175	0.092	7.515250273760269e-10	0.08299999999999999	PSC
SOGA1	2.2822334054474945e-14	0.87898335023196	0.263	0.379	7.571765769253152e-10	-0.11599999999999999	PSC
PUM1	2.347195939101082e-14	0.42845214453113245	0.395	0.559	7.78729196715566e-10	-0.16400000000000003	PSC
AC097662.1	2.349459441171578e-14	-4.2829480074275095	0.018	0.297	7.794801587974944e-10	-0.27899999999999997	PSC
TNRC18	2.3561860836208576e-14	0.6277474995770074	0.43	0.562	7.817118569628919e-10	-0.13200000000000006	PSC
SON	2.3852001366118023e-14	-0.9157389213992472	0.167	0.504	7.913378493236977e-10	-0.33699999999999997	PSC
FSTL3	2.3894221452968053e-14	-5.566678534925347	0.018	0.289	7.927385851451211e-10	-0.27099999999999996	PSC
APP	2.4825446138108614e-14	-0.8224314291987354	0.263	0.61	8.236338265240295e-10	-0.347	PSC
RUSC2	2.5440918085965065e-14	0.46599315516271234	0.281	0.464	8.44053339338063e-10	-0.183	PSC
MZF1-AS1	2.557025149751675e-14	-0.9480671452741953	0.123	0.438	8.483442339331131e-10	-0.315	PSC
AC007388.1	2.6438329773179553e-14	-0.7335398326368724	0.184	0.518	8.77144466884778e-10	-0.334	PSC
ERC1	2.6981255022060224e-14	-0.23195369188466497	0.377	0.687	8.95157097866892e-10	-0.31000000000000005	PSC
SPOCK1	2.7903885917279484e-14	-3.4155801702623854	0.044	0.347	9.257672230775814e-10	-0.303	PSC
TCF12	2.888098805878578e-14	0.13258824548296388	0.474	0.744	9.58184540826336e-10	-0.27	PSC
MCC	2.9899544008777426e-14	1.5235246709312946	0.184	0.197	9.919771715792087e-10	-0.013000000000000012	PSC
ANKRD12	3.076272109640633e-14	0.8849362901033286	0.412	0.47	1.0206147978154728e-9	-0.057999999999999996	PSC
ZBTB20	3.172352310654804e-14	-0.37292683155790485	0.754	0.961	1.0524913261059444e-9	-0.20699999999999996	PSC
ARHGEF17	3.178052728897187e-14	0.7381102005204878	0.36	0.483	1.0543825538662197e-9	-0.123	PSC
MAGED1	3.223125154718358e-14	0.15651722677076935	0.123	0.308	1.0693362325809097e-9	-0.185	PSC
SMG7	3.2943094015480507e-14	1.5505663856243432	0.167	0.191	1.0929530301515969e-9	-0.023999999999999994	PSC
EMCN	3.328629431765649e-14	-3.6841505599642836	0.018	0.293	1.1043393865768893e-9	-0.27499999999999997	PSC
ROBO1	3.4062090261160914e-14	0.11023084698483188	0.193	0.427	1.1300779685945357e-9	-0.23399999999999999	PSC
RNF220	3.4184910190927953e-14	2.8566086107385593	0.193	0.067	1.1341527654044167e-9	0.126	PSC
PHF20	3.655438796786701e-14	0.9990842500969103	0.342	0.392	1.2127649296099239e-9	-0.04999999999999999	PSC
UTRN	3.673043917458294e-14	0.1968420816418215	0.579	0.814	1.2186057804951383e-9	-0.235	PSC
IGHG4	3.72413032087975e-14	6.456598981020675	0.105	0.003	1.2355547165582748e-9	0.102	PSC
ARID5B	3.769445208940018e-14	1.398102193051403	0.482	0.352	1.2505888369700299e-9	0.13	PSC
TLE2	3.842534270712193e-14	-0.5991330572743556	0.202	0.523	1.2748375949941841e-9	-0.321	PSC
HSPG2	3.899095509319929e-14	0.3790814208125204	0.421	0.614	1.2936029171270728e-9	-0.193	PSC
RERG	4.255405112863135e-14	-0.6609717018753238	0.254	0.593	1.4118157542946023e-9	-0.33899999999999997	PSC
KDM2A	4.2630313550775254e-14	0.6244105394351604	0.5	0.601	1.4143459126740706e-9	-0.10099999999999998	PSC
SULT2A1	4.315969131362994e-14	-6.5512641810430505	0	0.228	1.4319090787123005e-9	-0.228	PSC
PLAGL1	4.3546755683455746e-14	-2.929228100307692	0.044	0.347	1.4447507133100113e-9	-0.303	PSC
PPM1E	4.376188072595136e-14	-4.505161012451596	0.018	0.292	1.4518879168448882e-9	-0.27399999999999997	PSC
PRKN	4.4140470136560234e-14	-0.18976001474325432	0.43	0.732	1.4644483777206588e-9	-0.302	PSC
WDR70	4.428536347603512e-14	0.6256077587477569	0.377	0.502	1.469255504044417e-9	-0.125	PSC
MON2	4.506090298370872e-14	0.34654534605255405	0.351	0.557	1.4949855782905043e-9	-0.20600000000000007	PSC
FYN	4.532712364820479e-14	1.2668031669098738	0.333	0.342	1.5038179812764904e-9	-0.009000000000000008	PSC
AL138828.1	4.687192280101731e-14	-3.0501158477577626	0.035	0.33	1.5550697827693512e-9	-0.29500000000000004	PSC
SEMA6A	4.687649787712728e-14	-6.486484562185164	0	0.227	1.5552215700694518e-9	-0.227	PSC
NFIC	4.7703621680651844e-14	0.12345962402292776	0.43	0.66	1.5826630564989862e-9	-0.23000000000000004	PSC
MAP3K15	4.970980631305407e-14	-3.2127365209454406	0.018	0.285	1.649222244048195e-9	-0.26699999999999996	PSC
DCBLD2	5.048331680295277e-14	0.2980714407619366	0.132	0.319	1.674885001571564e-9	-0.187	PSC
HDAC9	5.0848997000995053e-14	2.7362138678683356	0.272	0.108	1.6870171735020129e-9	0.16400000000000003	PSC
PHF21A	5.0971204225650665e-14	-0.408668130089908	0.281	0.603	1.6910716425944122e-9	-0.32199999999999995	PSC
AKAP13	5.2530319914497326e-14	-0.6587929565912047	0.421	0.76	1.7427984238032778e-9	-0.339	PSC
MGST1	5.474189995337704e-14	-3.0734494455445405	0.035	0.329	1.8161720147531901e-9	-0.29400000000000004	PSC
AXL	5.582250098931453e-14	1.0512577397184384	0.289	0.342	1.8520231153224883e-9	-0.05300000000000005	PSC
PPP6R2	5.673852632883203e-14	0.20569833198527876	0.36	0.571	1.88241408801166e-9	-0.21099999999999997	PSC
HSPA1A	5.818444298522379e-14	-2.9959735074492606	0.009	0.255	1.9303852649207696e-9	-0.246	PSC
SMIM14	6.00263129317048e-14	-0.40467949651265545	0.175	0.48	1.9914929841351703e-9	-0.305	PSC
TBC1D22A	6.037231951689144e-14	0.5261475983680797	0.377	0.513	2.0029724446119073e-9	-0.136	PSC
D2HGDH	6.65988738243365e-14	-0.17842155014346606	0.237	0.568	2.209550836870012e-9	-0.33099999999999996	PSC
COLEC11	6.810377274937516e-14	-5.955676210864263	0.009	0.26	2.2594788685060194e-9	-0.251	PSC
GNA14-AS1	6.919385796702244e-14	-3.823624056503457	0.018	0.29	2.2956446257719034e-9	-0.27199999999999996	PSC
SERINC5	7.216569521488784e-14	-0.9461368289056313	0.167	0.503	2.3942412701443338e-9	-0.33599999999999997	PSC
ITSN1	7.495665086517746e-14	0.114024817323088	0.368	0.64	2.4868368057539923e-9	-0.272	PSC
AC139491.7	7.676392962754401e-14	-2.6234255149977868	0.07	0.386	2.5467968932530275e-9	-0.316	PSC
MYO9B	7.893161314921686e-14	1.0467733746656913	0.412	0.44	2.6187141294515676e-9	-0.028000000000000025	PSC
ABCA9	8.071582207040237e-14	-1.5665383924022418	0.149	0.497	2.6779088288297395e-9	-0.348	PSC
FMO2	8.567307533324812e-14	-0.18187913668997457	0.149	0.414	2.8423756203311727e-9	-0.265	PSC
ATE1	8.593176627249453e-14	0.9123178660783625	0.316	0.413	2.8509582096225512e-9	-0.09699999999999998	PSC
CPEB3	8.739178145755705e-14	-0.3998629687073243	0.254	0.568	2.8993971334173705e-9	-0.31399999999999995	PSC
EBF2	8.958390288836878e-14	3.8563322192966196	0.193	0.028	2.972125146127411e-9	0.165	PSC
EML4	9.031729499915203e-14	0.5116503276504225	0.289	0.454	2.996456896186867e-9	-0.16500000000000004	PSC
DNM3	9.046219948278307e-14	-1.5368077687374693	0.079	0.393	3.0012643922402937e-9	-0.314	PSC
PLEKHA6	9.059277953312198e-14	-6.788814305478345	0	0.223	3.005596646570388e-9	-0.223	PSC
PLPP1	9.177345318160729e-14	0.4569562693775091	0.64	0.803	3.044767856206185e-9	-0.16300000000000003	PSC
FBXO42	9.292201918735354e-14	0.7472012780761728	0.404	0.51	3.0828738305788283e-9	-0.10599999999999998	PSC
EVI5	9.41543205186233e-14	-0.27463576102444653	0.368	0.68	3.123757891846365e-9	-0.31200000000000006	PSC
ARHGAP21	9.73058106285796e-14	0.5032774570991982	0.307	0.502	3.2283148792243856e-9	-0.195	PSC
GSE1	9.752275893196409e-14	-0.37835443164334626	0.509	0.82	3.2355125730857727e-9	-0.31099999999999994	PSC
ZFR	9.829986685633915e-14	0.6094899159776905	0.333	0.479	3.2612946826927642e-9	-0.14599999999999996	PSC
AC008415.1	9.991478158750497e-14	3.8374705896691754	0.14	0.039	3.3148727087286524e-9	0.101	PSC
OSMR-AS1	1.0383711714231483e-13	-1.0527283175478344	0.07	0.36	3.4450040354305792e-9	-0.29	PSC
CYB5B	1.0519968950806317e-13	-1.1622738166374413	0.123	0.455	3.490210098809012e-9	-0.332	PSC
B2M	1.058188167023621e-13	-0.47117405175230886	0.237	0.55	3.5107508817342676e-9	-0.31300000000000006	PSC
DDX17	1.0776307871456222e-13	-0.1315042318478663	0.561	0.844	3.575255662513031e-9	-0.2829999999999999	PSC
MRVI1	1.1009174093345706e-13	1.8680802977592552	0.325	0.201	3.6525136889493048e-9	0.124	PSC
SNTB1	1.1554188565991053e-13	-0.8674660536937184	0.167	0.495	3.833333140538852e-9	-0.32799999999999996	PSC
CUX1	1.1572134314567343e-13	0.17347863278649678	0.5	0.736	3.839287001544007e-9	-0.236	PSC
AKAP8L	1.1690134333603266e-13	0.1912659893157609	0.351	0.573	3.878435867859556e-9	-0.22199999999999998	PSC
NSMCE2	1.1747937436475885e-13	0.20631921527600672	0.368	0.596	3.897613203299605e-9	-0.22799999999999998	PSC
AC010519.1	1.1812713111964308e-13	0.6848413101233523	0.281	0.402	3.919103829156399e-9	-0.121	PSC
NRP1	1.213083556998974e-13	-0.5490272512855445	0.509	0.828	4.024647317055496e-9	-0.31899999999999995	PSC
AC008014.1	1.2752183576389405e-13	1.0128221436322171	0.36	0.424	4.230791945138713e-9	-0.064	PSC
WDFY2	1.3760146769724412e-13	-0.21225683735375633	0.246	0.54	4.565203893791468e-9	-0.29400000000000004	PSC
BAZ1B	1.3798712731155613e-13	0.6502623367156886	0.202	0.35	4.577998922815498e-9	-0.14799999999999996	PSC
ITM2B	1.38588238180306e-13	-1.0460099731114825	0.123	0.453	4.597941978108012e-9	-0.33	PSC
STK3	1.3874906101370215e-13	0.28257480602978946	0.43	0.652	4.603277597251596e-9	-0.22200000000000003	PSC
FOXO1	1.3894166036695547e-13	0.8129128002255035	0.482	0.567	4.609667465994481e-9	-0.08499999999999996	PSC
GPI	1.424381398719413e-13	-0.20972490420522671	0.193	0.476	4.725670166531397e-9	-0.283	PSC
FP671120.1	1.424912606173173e-13	2.6913956615457852	0.193	0.076	4.7274325535007355e-9	0.117	PSC
PACS1	1.459333640785573e-13	0.6409380159122164	0.325	0.455	4.841631220034296e-9	-0.13	PSC
MPRIP	1.4823314199597107e-13	0.6248354271988146	0.404	0.543	4.917930952000332e-9	-0.139	PSC
GBF1	1.4999613409208508e-13	0.3386013312620253	0.316	0.522	4.976421740773107e-9	-0.20600000000000002	PSC
PRMT2	1.5315893868309947e-13	1.6103891413653477	0.167	0.179	5.081354108689191e-9	-0.011999999999999983	PSC
PKDCC	1.5344556245841265e-13	-1.8276440577967423	0.035	0.296	5.090863425682756e-9	-0.261	PSC
CNTN1	1.5914413751028602e-13	-1.5151110988715966	0.018	0.233	5.2799250501787596e-9	-0.21500000000000002	PSC
CAMKMT	1.6077195685412192e-13	0.839548945534142	0.377	0.457	5.333931212549203e-9	-0.08000000000000002	PSC
DENND5A	1.6885561777050561e-13	1.0915281467243063	0.289	0.342	5.602122830772065e-9	-0.05300000000000005	PSC
ADGRL2	1.824248744980021e-13	-0.3271322968810293	0.368	0.689	6.052310061220216e-9	-0.32099999999999995	PSC
SLF2	1.9030103181867054e-13	-1.3569561182313572	0.149	0.483	6.313617332648032e-9	-0.33399999999999996	PSC
IKZF3	1.93732110277816e-13	5.090696763463862	0.149	0.013	6.4274502226871015e-9	0.13599999999999998	PSC
ANKUB1	1.962599593162274e-13	-0.9678624185434487	0.149	0.475	6.511316670234477e-9	-0.32599999999999996	PSC
XPO1	2.07595050167853e-13	0.8195814816748257	0.351	0.428	6.887380979418859e-9	-0.07700000000000001	PSC
KIF16B	2.0906777032519426e-13	-1.297683060846928	0.088	0.403	6.93624141607897e-9	-0.31500000000000006	PSC
ARHGEF26	2.150235279927993e-13	-3.5467732435027646	0.009	0.252	7.133835588217103e-9	-0.243	PSC
DLK1	2.168777271059354e-13	-6.369331035140987	0	0.217	7.195352352193619e-9	-0.217	PSC
TBL1XR1	2.2185789076499542e-13	0.2785881048701213	0.386	0.606	7.360579241910253e-9	-0.21999999999999997	PSC
TMCC1	2.2289295875744802e-13	0.5699617977157574	0.421	0.576	7.394919692695853e-9	-0.15499999999999997	PSC
AGO2	2.404676072159038e-13	0.45235268591146466	0.193	0.368	7.97799380460204e-9	-0.175	PSC
NPY1R	2.4178118815996637e-13	-1.3725485921950145	0.105	0.429	8.021574479583205e-9	-0.324	PSC
DENND2A	2.427328180208259e-13	-0.37206021822109325	0.193	0.484	8.05314670347694e-9	-0.291	PSC
MTSS1	2.4632409298348483e-13	-0.925421239169638	0.219	0.563	8.172294432913076e-9	-0.344	PSC
PRR16	2.4699418892331993e-13	-1.4141817257556604	0.132	0.463	8.194526205908986e-9	-0.331	PSC
COL5A2	2.514886442848508e-13	1.0639794698301759	0.342	0.368	8.343638751438495e-9	-0.025999999999999968	PSC
CTNNA1	2.528628192210411e-13	0.2961237924027613	0.333	0.557	8.38922975329648e-9	-0.22400000000000003	PSC
KIAA1958	2.532648105728599e-13	-1.201594538156145	0.096	0.405	8.402566620375773e-9	-0.30900000000000005	PSC
RXRA	2.5446923409587237e-13	-0.8085076222311319	0.202	0.534	8.442525779598757e-9	-0.332	PSC
MOXD1	2.637439011185054e-13	-3.3734146892594112	0.009	0.248	8.750231407408653e-9	-0.239	PSC
PTPN14	2.657176409498231e-13	0.6961399728484953	0.272	0.415	8.81571417379228e-9	-0.14299999999999996	PSC
TTLL7	2.7329361711637197e-13	3.1516407099017654	0.219	0.051	9.067062335069873e-9	0.168	PSC
UBA2	2.848646813355057e-13	1.4423552082558688	0.307	0.286	9.450955532668073e-9	0.02100000000000002	PSC
UMAD1	3.056201681802342e-13	0.9193900534245378	0.211	0.311	1.0139560319715629e-8	-0.1	PSC
FIGN	3.0829933288826834e-13	-0.7636884022977082	0.272	0.613	1.0228446967234078e-8	-0.34099999999999997	PSC
RNF150	3.105986181251772e-13	-2.4856852678054517	0.088	0.404	1.0304730353539004e-8	-0.31600000000000006	PSC
MAP2K1	3.1091777700772974e-13	1.6359294072422792	0.333	0.24	1.031531908778545e-8	0.09300000000000003	PSC
STXBP5	3.1329936577381544e-13	0.7264247056636987	0.254	0.384	1.0394333058277876e-8	-0.13	PSC
LINC00894	3.144374106952295e-13	-1.645409957883255	0.246	0.597	1.0432089974635629e-8	-0.351	PSC
WAC	3.3174092281850156e-13	-0.6469639465707853	0.237	0.568	1.1006168596349426e-8	-0.33099999999999996	PSC
SBF2	3.510295424988885e-13	0.39123336418322596	0.561	0.738	1.1646107131485624e-8	-0.17699999999999994	PSC
INMT-MINDY4	3.5152337520439604e-13	-2.145635395723185	0.079	0.392	1.1662491019156247e-8	-0.313	PSC
PDLIM7	3.568595316057134e-13	1.5868279959560274	0.333	0.256	1.1839528680082754e-8	0.07700000000000001	PSC
MORC4	3.6194634438556016e-13	-2.8154979819769896	0.018	0.272	1.200829386767973e-8	-0.254	PSC
LRRC75A	3.736454948005898e-13	-4.963932824381693	0.009	0.256	1.2396436580999168e-8	-0.247	PSC
KAT6A	3.741099071048905e-13	0.554969931007511	0.289	0.435	1.2411844388018953e-8	-0.14600000000000002	PSC
THSD7B	3.8654467739429984e-13	4.6115205342014445	0.123	0.023	1.2824392761910686e-8	0.1	PSC
GLIS1	3.961662595008824e-13	3.8071963538481675	0.167	0.033	1.3143607991460776e-8	0.134	PSC
KCTD1	4.0059555225383153e-13	-2.055366642331328	0.053	0.343	1.329055863712537e-8	-0.29000000000000004	PSC
PER1	4.0415713169061517e-13	0.3537095672373991	0.316	0.517	1.340872115809954e-8	-0.201	PSC
SRSF5	4.059670849803251e-13	-0.15742651219950943	0.219	0.479	1.3468769978392245e-8	-0.26	PSC
ETV5	4.0726243667150356e-13	-1.7059733539077362	0.018	0.242	1.3511745861450474e-8	-0.224	PSC
AP001347.1	4.2115119488806235e-13	2.8381375926936725	0.202	0.078	1.3972533192801245e-8	0.12400000000000001	PSC
MARK4	4.221785263909511e-13	-1.1518112021070648	0.202	0.546	1.4006616970072584e-8	-0.34400000000000003	PSC
RALGAPB	4.2353484468306754e-13	0.9501602214913115	0.167	0.26	1.4051615542050132e-8	-0.093	PSC
BTBD9	4.243764237272456e-13	0.19590044105831894	0.351	0.565	1.4079536609998827e-8	-0.21399999999999997	PSC
EPN2	4.343120005902636e-13	0.5219534398500705	0.377	0.512	1.4409169243583175e-8	-0.135	PSC
TTC7A	4.4892945189501744e-13	-1.6548806325365353	0.114	0.44	1.4894132425520994e-8	-0.326	PSC
PI4KA	4.939713447630043e-13	-0.3303990367195986	0.219	0.503	1.638848730520219e-8	-0.28400000000000003	PSC
FARP2	4.986136377367701e-13	-0.38862447826172297	0.105	0.335	1.6542504659192822e-8	-0.23000000000000004	PSC
UBE4B	5.016076813799519e-13	-0.29757008505945803	0.272	0.554	1.6641838045142663e-8	-0.28200000000000003	PSC
NFATC2	5.334501115753806e-13	2.554728735571676	0.333	0.137	1.7698274351736402e-8	0.196	PSC
STK24	5.449857308021945e-13	1.1198344118899595	0.228	0.271	1.808099159082441e-8	-0.04300000000000001	PSC
DENND6A	5.56255773184329e-13	0.8409942557872689	0.246	0.329	1.8454897786936485e-8	-0.08300000000000002	PSC
FOXN3	5.648890287578385e-13	0.17592416640478303	0.491	0.712	1.874132330709881e-8	-0.22099999999999997	PSC
FOXP1	5.650284020179005e-13	1.0047015941137565	0.5	0.494	1.8745947293747884e-8	0.006000000000000005	PSC
FCRL1	5.700358005452659e-13	6.306491306571498	0.096	0.002	1.8912077754690284e-8	0.094	PSC
RNF213	5.76731709036745e-13	0.3984907033579439	0.368	0.537	1.913422791071209e-8	-0.16900000000000004	PSC
XRCC5	5.774113656060771e-13	0.6328514011969137	0.184	0.319	1.915677687671282e-8	-0.135	PSC
PDE3A	5.788316210184684e-13	1.8785814435724835	0.404	0.229	1.9203896690529728e-8	0.17500000000000002	PSC
CASC15	5.855195158468839e-13	2.8256952596317495	0.158	0.075	1.9425780977252064e-8	0.083	PSC
DPP10	6.037578378454067e-13	-3.2054685568226295	0.07	0.357	2.0030873786197057e-8	-0.287	PSC
TRPM7	6.050662628047239e-13	0.40805881166675806	0.263	0.419	2.0074283401072323e-8	-0.15599999999999997	PSC
GON4L	6.182164426044541e-13	0.9645344777823044	0.263	0.353	2.0510566916287974e-8	-0.08999999999999997	PSC
MBD5	6.43742664918051e-13	-0.39560253110269006	0.404	0.722	2.135745039398618e-8	-0.31799999999999995	PSC
GNA14	6.745666763544038e-13	-2.0865694901497602	0.114	0.438	2.2380098621410052e-8	-0.324	PSC
ITGB1	6.993620016488383e-13	-0.6793641467265108	0.211	0.531	2.320273312870351e-8	-0.32000000000000006	PSC
EHMT1	7.307138639490754e-13	0.4930004267224015	0.456	0.605	2.4242893864238472e-8	-0.14899999999999997	PSC
TNRC6C	7.407460079432505e-13	0.7793714060072755	0.289	0.412	2.4575730305533222e-8	-0.123	PSC
MIRLET7BHG	7.43183948731522e-13	-0.6658782593596455	0.175	0.481	2.4656613867065706e-8	-0.306	PSC
DUSP1	7.446263775829013e-13	0.7342324155783195	0.096	0.231	2.4704469329067917e-8	-0.135	PSC
ETFA	7.563908124154076e-13	0.2154670919953645	0.175	0.37	2.5094777983505978e-8	-0.195	PSC
RABGAP1L	7.720653202460062e-13	0.6867091799047755	0.553	0.634	2.5614811129801748e-8	-0.08099999999999996	PSC
NEAT1	8.004742094598263e-13	-0.4080724325723546	0.912	0.993	2.6557332847248657e-8	-0.08099999999999996	PSC
ARHGAP1	8.250108210858405e-13	1.5687994113589747	0.193	0.196	2.737138401116493e-8	-0.0030000000000000027	PSC
PAPOLG	8.320058294529943e-13	1.873565754149837	0.079	0.1	2.760345740376199e-8	-0.021000000000000005	PSC
EWSR1	8.325586234480771e-13	-0.10386229825368398	0.193	0.419	2.7621797450136855e-8	-0.22599999999999998	PSC
ENPEP	8.326395398244263e-13	1.3697077905866981	0.07	0.132	2.762448201275499e-8	-0.062	PSC
PREX2	8.46463025282425e-13	-2.0755290828358235	0.096	0.412	2.8083103789795014e-8	-0.31599999999999995	PSC
ECPAS	8.630043592642868e-13	-0.17699027340091278	0.184	0.429	2.8631895627311242e-8	-0.245	PSC
CUL1	8.817102449942203e-13	0.33129184698509095	0.228	0.406	2.9252500798173248e-8	-0.17800000000000002	PSC
AC024145.1	9.360342486722413e-13	-2.4003437019307943	0.035	0.304	3.105480826819895e-8	-0.269	PSC
TMX2-CTNND1	9.464716003280258e-13	1.0233609948019424	0.439	0.434	3.140108828408291e-8	0.0050000000000000044	PSC
ENTPD4	9.490147207098664e-13	1.6233003971906839	0.079	0.118	3.148546138899124e-8	-0.03899999999999999	PSC
SFMBT2	9.516188090674705e-13	-1.7633309956543326	0.167	0.497	3.157185722843147e-8	-0.32999999999999996	PSC
COL3A1	9.90753048275369e-13	0.9940365934572064	0.351	0.401	3.2870213882631917e-8	-0.050000000000000044	PSC
ABCB1	9.993460471521328e-13	-5.04679819203889	0.009	0.248	3.315530380636631e-8	-0.239	PSC
RABEP1	1.0097026199523023e-12	0.5598429193459398	0.237	0.38	3.3498903822157535e-8	-0.14300000000000002	PSC
KLC1	1.0101622587437017e-12	0.7164388989518136	0.526	0.619	3.351415325833979e-8	-0.09299999999999997	PSC
FTH1	1.0450929818883234e-12	-0.5645956262752796	0.167	0.464	3.467304986010891e-8	-0.29700000000000004	PSC
KANSL1	1.081014607033106e-12	0.3948075880035389	0.43	0.623	3.586482161753736e-8	-0.193	PSC
CC2D2A	1.0829299514461311e-12	-2.0574188227195656	0.061	0.349	3.5928366999128294e-8	-0.288	PSC
RSBN1L	1.0963182755596369e-12	0.6918250956768598	0.202	0.319	3.6372551428242074e-8	-0.11699999999999999	PSC
WDFY3	1.101456289199504e-12	0.1946613365388652	0.386	0.604	3.654301530677195e-8	-0.21799999999999997	PSC
SETBP1	1.1211345486034494e-12	-0.4811076307600315	0.447	0.77	3.719588091901664e-8	-0.323	PSC
NIPBL	1.154226213118278e-12	-0.19883391383763582	0.316	0.591	3.829376307262511e-8	-0.27499999999999997	PSC
UBE2D2	1.1592901116589874e-12	1.0211752489079438	0.377	0.405	3.846176803451022e-8	-0.028000000000000025	PSC
NHS	1.2050762382593882e-12	0.18615631965454993	0.281	0.52	3.9980814356731724e-8	-0.239	PSC
PLXND1	1.209453515561102e-12	-0.12962872498783895	0.184	0.438	4.0126039285770686e-8	-0.254	PSC
CSNK1E	1.2148501062226936e-12	0.5478928758539606	0.184	0.36	4.0305081974150304e-8	-0.176	PSC
MAGI1	1.215666797371352e-12	0.6180341286914315	0.535	0.696	4.033217733638935e-8	-0.16099999999999992	PSC
SMYD3	1.225750396188186e-12	0.6331556801349971	0.561	0.66	4.066672089433545e-8	-0.09899999999999998	PSC
AL606489.1	1.2527667409447582e-12	-0.14468660622768442	0.079	0.27	4.156304216432424e-8	-0.191	PSC
SLC8A1	1.253010034698293e-12	1.1369083097083637	0.43	0.397	4.1571113921185264e-8	0.032999999999999974	PSC
KMT2E	1.2575018044698577e-12	0.3342747361163272	0.386	0.571	4.172013736689647e-8	-0.18499999999999994	PSC
RIN2	1.260142217985378e-12	0.8412873707073732	0.333	0.399	4.1807738366100883e-8	-0.066	PSC
ABCA9-AS1	1.2637739167721227e-12	-3.0094006687193424	0.061	0.346	4.192822723674871e-8	-0.285	PSC
RBM4B	1.2726384070372782e-12	-2.0846350000942673	0.018	0.241	4.222232443027578e-8	-0.223	PSC
PARVA	1.273865571069608e-12	0.13074214720191568	0.237	0.46	4.2263038051376385e-8	-0.22300000000000003	PSC
SMURF2	1.295294042582719e-12	1.1557721274535326	0.351	0.354	4.297397045076687e-8	-0.0030000000000000027	PSC
MIR4435-2HG	1.343600740654195e-12	0.6128211320012424	0.465	0.579	4.457664177268423e-8	-0.11399999999999993	PSC
HIPK3	1.3504699074440899e-12	0.7892411619471953	0.351	0.459	4.480454011927257e-8	-0.10800000000000004	PSC
AEBP1	1.379293768690813e-12	0.4421684613161152	0.325	0.508	4.57608293638551e-8	-0.183	PSC
UVRAG	1.421563515062107e-12	0.6174779917509912	0.421	0.546	4.7163212739215525e-8	-0.12500000000000006	PSC
ZHX3	1.4268377976200529e-12	0.14832979023852788	0.325	0.533	4.7338197611640496e-8	-0.20800000000000002	PSC
KCNK3	1.431283224213677e-12	-2.3608871187727414	0.044	0.318	4.748568352973716e-8	-0.274	PSC
MICAL2	1.4631346548110956e-12	-0.9621781844861897	0.167	0.488	4.8542418442667716e-8	-0.32099999999999995	PSC
PLSCR4	1.5036957570244132e-12	0.260388780780068	0.228	0.444	4.988811413079896e-8	-0.216	PSC
MTERF4	1.5287920434019354e-12	-1.4393359524936034	0.053	0.318	5.0720733623946014e-8	-0.265	PSC
TGFBR3	1.557571634368395e-12	-1.1325525834075791	0.184	0.521	5.167555411344024e-8	-0.337	PSC
BCAS3	1.5926845705946027e-12	0.1086631454364726	0.482	0.718	5.2840495998617134e-8	-0.236	PSC
ZNF609	1.5938224954456193e-12	0.3198706591952749	0.456	0.654	5.287824893139931e-8	-0.198	PSC
CYTH3	1.703235452549932e-12	-0.47223064096589606	0.175	0.456	5.650824260924909e-8	-0.281	PSC
ERRFI1	1.7220322950252534e-12	-0.338157951257082	0.026	0.21	5.713186545205283e-8	-0.184	PSC
LMOD1	1.7869362236572152e-12	0.9844810474479107	0.333	0.377	5.9285183092275425e-8	-0.043999999999999984	PSC
JAZF1	1.8442917927172905e-12	0.7201470421328314	0.298	0.41	6.118806880698155e-8	-0.11199999999999999	PSC
UBE3C	1.8673890172349923e-12	0.5483179952059825	0.342	0.483	6.195436542480534e-8	-0.14099999999999996	PSC
CD44	1.8904852495792333e-12	0.886011964432847	0.202	0.313	6.272062912529023e-8	-0.11099999999999999	PSC
DSE	1.9433474338598224e-12	-1.29480970486263	0.202	0.537	6.447443781316732e-8	-0.335	PSC
ROCK1	2.0044229993063224e-12	0.24679279744914218	0.36	0.567	6.650074184798585e-8	-0.20699999999999996	PSC
ATP10D	2.0252431782777853e-12	-1.774301013103194	0.079	0.37	6.719149292572209e-8	-0.291	PSC
SIK2	2.026170577469835e-12	-0.6965149541220693	0.211	0.523	6.72222612487167e-8	-0.31200000000000006	PSC
PAWR	2.035098024619755e-12	0.19350293921195028	0.307	0.542	6.751844716280962e-8	-0.23500000000000004	PSC
LIMS1	2.062195517317376e-12	-0.32817084163361576	0.246	0.541	6.841746067803858e-8	-0.29500000000000004	PSC
IGFBP7	2.1280327597007293e-12	-0.23158027512823187	0.596	0.869	7.060174286859109e-8	-0.273	PSC
NUMB	2.1400550679447363e-12	0.4709977976971229	0.386	0.547	7.100060698920252e-8	-0.16100000000000003	PSC
TRABD2B	2.152773586320016e-12	2.2244555829937633	0.289	0.132	7.142256927333916e-8	0.15699999999999997	PSC
EGFR	2.1852252955384112e-12	-0.9873350869146685	0.281	0.62	7.249921963007787e-8	-0.33899999999999997	PSC
SLC23A2	2.2096889801497804e-12	-0.8280763392824514	0.211	0.527	7.331085129442926e-8	-0.31600000000000006	PSC
