gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	pct_diff	cell_type
VTI1A	5.078820572295023e-8	0.14558684158756074	0.368	0.537	0.0016850003012703198	-0.16900000000000004	PSC
AL158152.2	5.091846731029323e-8	-0.9748479158229798	0.079	0.295	0.0016893219899535984	-0.21599999999999997	PSC
SELENOP	5.1040276068432216e-8	-0.17086218290470567	0.07	0.197	0.0016933632391223756	-0.127	PSC
WWC2	5.109471972941773e-8	0.20248173774824962	0.219	0.388	0.001695169516462892	-0.169	PSC
USP24	5.156828909445535e-8	0.7724632762463712	0.246	0.317	0.0017108811272867452	-0.07100000000000001	PSC
NBEA	5.159093012598438e-8	0.27950594147885527	0.184	0.335	0.0017116322887897838	-0.15100000000000002	PSC
NASP	5.1624382808703405e-8	0.3651762938575173	0.132	0.255	0.001712742148444353	-0.123	PSC
RPL13A	5.192589033985277e-8	-0.7782576084499974	0.132	0.351	0.0017227452638052952	-0.21899999999999997	PSC
BEX3	5.201661093004775e-8	-5.483159063314377	0	0.127	0.0017257551008261942	-0.127	PSC
LUZP2	5.2129077489638715e-8	-3.442556671663736	0.009	0.167	0.0017294864038737436	-0.158	PSC
NDUFB6	5.229319457831133e-8	0.7965759200671273	0.035	0.104	0.001734931316524635	-0.06899999999999999	PSC
PHLDB3	5.268341924602138e-8	1.7660817770168271	0.14	0.097	0.0017478778003252513	0.04300000000000001	PSC
SMG1	5.2964210137945004e-8	0.6441016643015147	0.281	0.354	0.0017571935997466013	-0.07299999999999995	PSC
NDRG1	5.3047196748984604e-8	-1.576170596200398	0.07	0.282	0.0017599468465410622	-0.21199999999999997	PSC
RCOR3	5.3560444667430087e-8	-0.39266885675865904	0.14	0.339	0.001776974872731328	-0.199	PSC
FOXK2	5.391893358618925e-8	-0.8364412920206871	0.193	0.445	0.0017888684595890006	-0.252	PSC
ARHGAP20	5.4800410282872753e-8	2.10024200518686	0.132	0.084	0.0018181132119548693	0.048	PSC
URGCP	5.4839695861804407e-8	0.4262880500894326	0.061	0.168	0.0018194165896070849	-0.10700000000000001	PSC
RHOBTB1	5.4845763159345076e-8	-0.7187536945651666	0.044	0.202	0.0018196178843375916	-0.15800000000000003	PSC
YAF2	5.49393457276118e-8	-0.25716181293830304	0.149	0.349	0.0018227226732049765	-0.19999999999999998	PSC
ARAF	5.557215047072396e-8	1.2831037273092334	0.053	0.09	0.0018437172361672088	-0.037	PSC
TSPAN5	5.6602796974041086e-8	2.677570009437514	0.167	0.054	0.001877910995207761	0.11300000000000002	PSC
PDE4DIP	5.674792952142935e-8	1.7430737348392737	0.219	0.143	0.0018827260577324618	0.07600000000000001	PSC
DSTN	5.717510614111727e-8	0.9380478312261236	0.272	0.298	0.0018968984964438478	-0.025999999999999968	PSC
RPS9	5.751943910327417e-8	-0.8138772838182735	0.07	0.248	0.0019083224311293272	-0.178	PSC
C2CD5	5.823607221110426e-8	0.7128856569864852	0.14	0.224	0.001932098167747806	-0.08399999999999999	PSC
RBM5	5.8240664834288844e-8	0.4474455009134862	0.211	0.321	0.001932250537207201	-0.11000000000000001	PSC
RNASEK	5.8597494265643095e-8	-2.856018281063488	0.026	0.209	0.001944089067251241	-0.183	PSC
PTGER4	5.895543548606534e-8	-0.8234060471649605	0.044	0.205	0.00195596448312119	-0.16099999999999998	PSC
TRNAU1AP	5.902625560291101e-8	1.0429531542959283	0.149	0.178	0.0019583140821377784	-0.028999999999999998	PSC
ACER3	5.920153471281606e-8	0.4634243098961455	0.167	0.27	0.0019641293171670984	-0.10300000000000001	PSC
AC004889.1	5.9450228872618464e-8	1.0112987596707594	0.202	0.225	0.0019723802433068626	-0.022999999999999993	PSC
LENG8	5.9454634768785745e-8	0.5423850789466437	0.307	0.378	0.0019725264177240047	-0.07100000000000001	PSC
USO1	5.959385316968996e-8	0.1909270613678643	0.175	0.345	0.0019771452666108038	-0.16999999999999998	PSC
ABCC9	5.987481362874482e-8	0.605668134070751	0.175	0.269	0.001986466691760867	-0.09400000000000003	PSC
TRPC4AP	6.013164179531861e-8	0.5588318802481052	0.307	0.44	0.0019949874798432855	-0.133	PSC
AGPAT3	6.069133433799196e-8	-1.6407972915435847	0.07	0.287	0.0020135563993315593	-0.21699999999999997	PSC
RIC1	6.090041593038238e-8	-1.0660378730319957	0.114	0.339	0.0020204930993222964	-0.22500000000000003	PSC
AC087286.2	6.095228106086829e-8	-1.4317769133537968	0.07	0.286	0.0020222138287564273	-0.21599999999999997	PSC
COL5A1	6.158053193495519e-8	0.8396291256375203	0.289	0.33	0.0020430573080060083	-0.041000000000000036	PSC
HBS1L	6.187801293848213e-8	0.94441923416886	0.079	0.166	0.002052926835260022	-0.08700000000000001	PSC
HSDL1	6.33473079819331e-8	1.589676271867208	0.035	0.066	0.0021016736369165946	-0.031	PSC
GPRC5D-AS1	6.335914498729336e-8	-5.473409110808383	0	0.126	0.0021020663532434316	-0.126	PSC
SEPT8	6.378585265340024e-8	2.5256943031475405	0.105	0.061	0.0021162232334818597	0.044	PSC
CPSF6	6.430758594249527e-8	-0.37958019221674877	0.167	0.395	0.0021335327788141656	-0.228	PSC
TNFAIP2	6.498640969765187e-8	-2.492841999523654	0.061	0.27	0.002156054114538996	-0.20900000000000002	PSC
NUP133	6.537659546320259e-8	1.2988720858586678	0.088	0.138	0.0021689993076826723	-0.05000000000000002	PSC
CPSF4	6.624243382980027e-8	2.1015364031600012	0.088	0.091	0.0021977252271712837	-0.0030000000000000027	PSC
C6orf89	6.626344833957567e-8	0.6328755875631282	0.114	0.22	0.002198422425562102	-0.106	PSC
HNRNPL	6.691235315839304e-8	-1.1822294823176822	0.079	0.287	0.0022199511407360057	-0.20799999999999996	PSC
LRRK1	6.706932219947763e-8	-0.4192041358472266	0.123	0.298	0.0022251589026120694	-0.175	PSC
CMC2	6.748640069726531e-8	0.7961407108020138	0.079	0.147	0.002238996315933171	-0.06799999999999999	PSC
CCDC66	6.77920766771057e-8	0.824958957445451	0.123	0.221	0.0022491377279163357	-0.098	PSC
DDIT4	6.829815734514504e-8	-3.0292356911944767	0.044	0.24	0.0022659279662398768	-0.196	PSC
MLXIPL	6.920029838122283e-8	-1.7650806393277128	0.105	0.337	0.0022958582993938296	-0.23200000000000004	PSC
IDE	6.949048899330454e-8	0.361208133228941	0.105	0.221	0.0023054859533308647	-0.116	PSC
PTPRK	6.981742495723703e-8	-0.7351812128772199	0.14	0.363	0.002316332707806253	-0.22299999999999998	PSC
RNF111	7.019996694791701e-8	-0.5066570110444455	0.246	0.487	0.0023290243034310427	-0.241	PSC
ABHD2	7.055431401078444e-8	-1.0391152856659027	0.14	0.376	0.0023407804759357953	-0.236	PSC
TAX1BP1	7.076495318619956e-8	-0.25880522333077627	0.202	0.394	0.002347768851858543	-0.192	PSC
EXOC7	7.092296936385053e-8	-0.9931536227243015	0.079	0.281	0.0023530113545844693	-0.202	PSC
PNKP	7.202004773991206e-8	-2.388216826793311	0.018	0.18	0.0023894091238670623	-0.162	PSC
AUH	7.205704612204729e-8	-0.21824672797197953	0.114	0.296	0.002390636619191163	-0.182	PSC
AL035427.1	7.253262352300742e-8	0.11546570725298322	0.044	0.146	0.002406414850622817	-0.102	PSC
AC025283.3	7.290476497389383e-8	-0.26684656242558874	0.114	0.285	0.0024187613875388757	-0.17099999999999999	PSC
CEPT1	7.311442670678871e-8	1.1425899929563141	0.123	0.153	0.002425717334851129	-0.03	PSC
AC008649.2	7.348005885962885e-8	-4.556252243333263	0.009	0.165	0.0024378479127859063	-0.156	PSC
ZNF451	7.381339800521665e-8	-0.16398691579670444	0.149	0.325	0.0024489071056190727	-0.17600000000000002	PSC
BBS2	7.442099835573734e-8	-0.3198950791884321	0.053	0.181	0.002469065462448298	-0.128	PSC
ZNF721	7.444222022362165e-8	0.3549595132007968	0.342	0.463	0.0024697695403590957	-0.121	PSC
TOR1AIP1	7.495445383020968e-8	-1.6884565922931314	0.044	0.23	0.0024867639147248665	-0.186	PSC
ARHGEF10L	7.536084102558814e-8	1.0861794864983145	0.219	0.232	0.002500246622705938	-0.013000000000000012	PSC
AC090517.4	7.574662477019886e-8	1.3878080770870693	0.211	0.195	0.0025130457700008875	0.015999999999999986	PSC
SCFD1	7.599734414126811e-8	-0.2768224441832945	0.193	0.4	0.002521363886574852	-0.20700000000000002	PSC
SPTLC1	7.608143395140129e-8	1.3998270090180278	0.158	0.167	0.0025241537342056406	-0.009000000000000008	PSC
LRRC32	7.61183317744485e-8	-4.193777789215993	0.009	0.167	0.0025253778932808777	-0.158	PSC
CEBPZ	7.651473016685108e-8	-4.788946546047643	0.009	0.161	0.0025385292027456183	-0.152	PSC
ZNF552	7.670165257283723e-8	-1.2088287369409696	0.088	0.307	0.002544730727409021	-0.219	PSC
RPAP2	7.70414205321411e-8	0.3758004967305748	0.193	0.31	0.002556003208994845	-0.11699999999999999	PSC
CBX5	7.72515514610858e-8	0.5602761594420237	0.044	0.129	0.0025629747228244435	-0.085	PSC
ACO1	7.795110676929427e-8	-1.3106665344280044	0.07	0.276	0.002586183869284876	-0.20600000000000002	PSC
RNGTT	7.822377289723357e-8	0.6240313125900986	0.219	0.285	0.002595230113411518	-0.06599999999999998	PSC
RAF1	7.88773680895486e-8	0.34425096491747026	0.228	0.354	0.002616914441106954	-0.12599999999999997	PSC
LDLRAD4	7.893560659560555e-8	-0.23515772452908434	0.263	0.481	0.002618846620022405	-0.21799999999999997	PSC
MPP3	8.069170104588522e-8	-0.6030944160135633	0.053	0.208	0.002677108565599334	-0.155	PSC
CHD2	8.135343331763752e-8	0.16553088282205308	0.254	0.419	0.00269906285717926	-0.16499999999999998	PSC
BACH2	8.146405768615626e-8	2.3360532414925896	0.219	0.072	0.0027027330418536062	0.14700000000000002	PSC
WDR81	8.14746618009892e-8	-0.7796120091174717	0.035	0.181	0.0027030848545714185	-0.146	PSC
DDX24	8.186428406811039e-8	-1.134404415298493	0.035	0.189	0.0027160113525276984	-0.154	PSC
SLC25A33	8.205564718269448e-8	1.560145139938196	0.158	0.133	0.0027223602065802547	0.024999999999999994	PSC
EPC2	8.23064959675697e-8	0.2775568351800138	0.211	0.34	0.00273068261671606	-0.12900000000000003	PSC
PCM1	8.339816264477656e-8	0.37541956145070987	0.36	0.489	0.002766900842065752	-0.129	PSC
RPL31	8.368251312621232e-8	-1.9241708101042898	0.061	0.269	0.0027763347379883463	-0.20800000000000002	PSC
PROS1	8.380259622713059e-8	-0.9923524258195968	0.044	0.206	0.0027803187350275115	-0.16199999999999998	PSC
AC093423.3	8.46507446491294e-8	-0.8141176234522393	0.088	0.291	0.002808457755224166	-0.20299999999999999	PSC
EDDM13	8.600442071571707e-8	-1.9838530971932005	0.035	0.224	0.002853368666085345	-0.189	PSC
PHACTR4	8.645398439231414e-8	0.3329764727048524	0.289	0.432	0.0028682838401838063	-0.14300000000000002	PSC
GALNT10	8.651426537042989e-8	-0.15996123746784235	0.105	0.266	0.0028702837821947525	-0.16100000000000003	PSC
CNOT4	8.673807086202674e-8	0.1955570150575514	0.272	0.417	0.002877708976989461	-0.14499999999999996	PSC
SEC61A1	8.684459030086349e-8	-0.19693725578729032	0.105	0.265	0.002881242972411748	-0.16000000000000003	PSC
VPS13A	8.69405043212096e-8	-0.7319149160035479	0.123	0.333	0.002884425111864771	-0.21000000000000002	PSC
CPXM2	8.705769183170086e-8	-1.3266988887670181	0.026	0.168	0.0028883130419003395	-0.14200000000000002	PSC
RGS7BP	8.729017710026495e-8	-3.472973895009055	0.009	0.163	0.0028960262056554904	-0.154	PSC
GLUD1	8.817753754106864e-8	0.6556843982204401	0.158	0.214	0.0029254661630000343	-0.055999999999999994	PSC
MACROD2	8.86678197625595e-8	-0.9856877429358334	0.167	0.412	0.002941732256262437	-0.24499999999999997	PSC
SOD2	8.872848664277242e-8	-1.4689828160869207	0.105	0.335	0.0029437450013472606	-0.23000000000000004	PSC
NAA38	8.933508226216593e-8	-0.9920002288192176	0.044	0.203	0.002963870024211879	-0.15900000000000003	PSC
AC003991.1	8.979313700185079e-8	-0.49898780712116597	0.123	0.334	0.0029790669063104037	-0.21100000000000002	PSC
XRN1	9.021702378262865e-8	0.26973548572170347	0.281	0.448	0.0029931301980362706	-0.16699999999999998	PSC
ZNF814	9.166044021896196e-8	-0.9067447566988707	0.14	0.376	0.0030410184251445007	-0.236	PSC
KCTD20	9.210870968763445e-8	0.8842465313967958	0.193	0.223	0.0030558906613066482	-0.03	PSC
ARHGAP32	9.422017523894837e-8	-0.670232947253599	0.14	0.371	0.00312594275390259	-0.23099999999999998	PSC
HMCN1	9.435924904442933e-8	1.945994182551365	0.175	0.104	0.003130556805547032	0.071	PSC
ANKRD36	9.495807731564575e-8	1.3299773883370585	0.167	0.181	0.003150424131101179	-0.013999999999999985	PSC
ANO1	9.640276300585842e-8	2.112876920552104	0.219	0.105	0.003198354468245365	0.114	PSC
PLCB1	9.769822554171612e-8	-1.2875415448905303	0.14	0.383	0.003241334028797516	-0.243	PSC
CTBP1-AS	9.827401969459807e-8	-2.4117224569066	0.044	0.239	0.00326043715140768	-0.195	PSC
SNHG25	9.83234767796196e-8	-0.9307862502297337	0.096	0.299	0.0032620779891174394	-0.20299999999999999	PSC
STX12	9.891607140905643e-8	-0.17980038479615523	0.184	0.36	0.003281738501138265	-0.176	PSC
NAPB	9.956085397969965e-8	-0.7856584933616757	0.044	0.19	0.0033031304524844952	-0.14600000000000002	PSC
FOXO3	9.9782430955994e-8	-0.14026117535801497	0.474	0.707	0.0033104817118270132	-0.23299999999999998	PSC
RPL24	9.98038939695593e-8	-3.2423954072968253	0.044	0.224	0.0033111937902280688	-0.18	PSC
CDK12	1.0007975080444297e-7	0.599948144439783	0.254	0.316	0.0033203458924390044	-0.062	PSC
IL33	1.011088732279641e-7	-5.56620781221223	0	0.122	0.003354489087084165	-0.122	PSC
RPL10	1.0114040266387232e-7	-1.4183427557711665	0.096	0.323	0.003355535139179292	-0.227	PSC
LONP1	1.0163906949335598e-7	-0.233023353748949	0.053	0.177	0.0033720794085810714	-0.124	PSC
RGS7	1.0167542943307841e-7	-3.8290800200713155	0.018	0.183	0.0033732857223012424	-0.165	PSC
AC026765.2	1.0191800754640351e-7	-3.9131770014060914	0.018	0.182	0.0033813337363670292	-0.164	PSC
RPL6	1.0199797984436677e-7	-2.4520013440840915	0.053	0.247	0.003383986977296556	-0.194	PSC
ASCC3	1.0264650791594569e-7	0.20767101929251353	0.237	0.387	0.00340550319312733	-0.15000000000000002	PSC
FAM117B	1.0339801994692481e-7	-1.4249721118807959	0.044	0.22	0.0034304361077791244	-0.176	PSC
LINC00662	1.0409650906382044e-7	1.696533241257376	0.096	0.102	0.0034536098812103706	-0.0059999999999999915	PSC
GSPT1	1.041002150438059e-7	0.6631376894385109	0.158	0.225	0.003453732834508348	-0.067	PSC
FAM160B2	1.041077885031259e-7	1.6068098132782644	0.079	0.112	0.003453984099168208	-0.033	PSC
AL445426.1	1.0434738340158192e-7	0.2560831230597148	0.263	0.386	0.0034619331391142834	-0.123	PSC
CYP1B1-AS1	1.0494732866447765e-7	1.2054365570270882	0.219	0.231	0.003481837523101375	-0.01200000000000001	PSC
TCF4	1.0528228096620611e-7	-0.17239102071371581	0.386	0.627	0.00349295023561582	-0.241	PSC
FAM13B	1.0568730861009617e-7	0.4644581495384231	0.289	0.392	0.0035063878377571607	-0.10300000000000004	PSC
C22orf34	1.0674214197825284e-7	2.3152451665823257	0.149	0.069	0.0035413840444124944	0.07999999999999999	PSC
ULK1	1.0700468382687093e-7	-1.4879621710513993	0.061	0.265	0.003550094395324097	-0.20400000000000001	PSC
ACSS2	1.071959671740788e-7	-0.49224593968953473	0.096	0.289	0.003556440602934412	-0.19299999999999998	PSC
SH2D3C	1.1035985628628121e-7	2.6804130845185434	0.123	0.053	0.003661408952009952	0.07	PSC
ADCY9	1.1038481613175568e-7	-0.4238667573259047	0.193	0.398	0.0036622370448032584	-0.20500000000000002	PSC
TMED7-TICAM2	1.1097606949541599e-7	-2.4488175990789407	0.009	0.148	0.003681853057649416	-0.13899999999999998	PSC
CEP89	1.1104378188106234e-7	1.221937813242244	0.158	0.164	0.003684099551468005	-0.006000000000000005	PSC
IFITM10	1.1108827724243117e-7	-3.874838546475212	0.018	0.182	0.0036855757740721392	-0.164	PSC
MTAP	1.1146889391106647e-7	0.2570495478636922	0.149	0.266	0.0036982034932874523	-0.11700000000000002	PSC
AP2A1	1.1263209879448992e-7	0.2090469782786174	0.14	0.275	0.003736795141704792	-0.135	PSC
RPS28	1.1263655619641304e-7	-1.5853328806445075	0.07	0.278	0.0037369430249283952	-0.20800000000000002	PSC
PPP2R2A	1.1300613819966933e-7	0.8895796067699047	0.237	0.269	0.003749204647050429	-0.03200000000000003	PSC
C9	1.1368063926685306e-7	-1.9959513054907938	0.061	0.267	0.0037715825689563836	-0.20600000000000002	PSC
ABCA10	1.1382419653081579e-7	-0.8466616407832395	0.167	0.409	0.003776345368302875	-0.24199999999999997	PSC
AC108941.2	1.1431258626420197e-7	-6.0160835809842705	0	0.121	0.0037925486744874288	-0.121	PSC
PLPPR4	1.15944883725478e-7	7.455425534856729	0.053	0.001	0.0038467034073601837	0.052	PSC
CST3	1.1762246036579284e-7	-1.198385858742711	0.088	0.304	0.003902360367555909	-0.216	PSC
CCL2	1.1768216940227032e-7	-3.453212318973025	0.009	0.16	0.0039043413342591225	-0.151	PSC
AC124319.2	1.182153711794205e-7	-1.2523039646877967	0.07	0.266	0.003922031369619634	-0.196	PSC
VWA8	1.1941971305043931e-7	0.33126877559639945	0.246	0.393	0.0039619878198744254	-0.14700000000000002	PSC
FAM193B	1.205345498260633e-7	0.3020309334535828	0.105	0.21	0.003998974759579302	-0.105	PSC
RHOA	1.2114167066058687e-7	0.18571041993144569	0.193	0.321	0.004019117207506291	-0.128	PSC
ARHGAP5	1.2118969084512408e-7	-0.6558514980430111	0.175	0.411	0.004020710373168682	-0.236	PSC
KDM4B	1.2231505842804378e-7	-0.5691280703619267	0.219	0.452	0.004058046693467208	-0.233	PSC
ZNHIT6	1.2243468023967914e-7	0.27530582981886376	0.07	0.155	0.004062015386311835	-0.08499999999999999	PSC
TAOK3	1.231349823793766e-7	0.2839161003251256	0.36	0.492	0.004085249310400577	-0.132	PSC
PDE7A	1.232106485271898e-7	1.0403975532048406	0.263	0.273	0.004087759686186576	-0.010000000000000009	PSC
DPM1	1.2334745738455904e-7	0.7136958110102929	0.079	0.137	0.004092298593647515	-0.05800000000000001	PSC
RPL9	1.244877105999735e-7	-2.4770999805148546	0.018	0.175	0.004130128774575321	-0.157	PSC
ZNF37A	1.247646140422674e-7	0.602995169486776	0.184	0.261	0.004139315600080305	-0.07700000000000001	PSC
ZNF397	1.255676888775285e-7	-1.3051356604151865	0.079	0.293	0.004165959213889763	-0.21399999999999997	PSC
PLD5	1.2557402014987338e-7	-1.2504755481514689	0.053	0.228	0.0041661692665123495	-0.17500000000000002	PSC
ARL6IP4	1.2650722956573444e-7	-1.102303914083198	0.105	0.324	0.004197130355302371	-0.21900000000000003	PSC
POU6F2	1.275575891967202e-7	4.036757637796773	0.105	0.013	0.004231978136779586	0.092	PSC
WASF3	1.275812554107919e-7	-0.3851039902904755	0.202	0.414	0.004232763310763843	-0.21199999999999997	PSC
RAPGEF4	1.293938293911805e-7	-1.9096373450274302	0.088	0.306	0.004292899077711195	-0.218	PSC
MIER1	1.2993508652104774e-7	-0.2695697496300713	0.175	0.356	0.0043108563655088	-0.181	PSC
UBXN6	1.299719840741791e-7	-0.9471630968166722	0.035	0.198	0.004312080515629041	-0.163	PSC
MBTD1	1.3198496926148555e-7	0.34842627459396835	0.175	0.319	0.004378865325188306	-0.14400000000000002	PSC
PRKCA-AS1	1.3407967772007432e-7	-3.3208108314136724	0.018	0.184	0.004448361467718906	-0.166	PSC
PDLIM5	1.3697017149863218e-7	-0.281087058402933	0.377	0.622	0.004544259379810119	-0.245	PSC
COX7C	1.3733394074767614e-7	-3.7753551477724576	0.009	0.162	0.004556328152185651	-0.153	PSC
EIF3E	1.3824715065780324e-7	0.3772538620386399	0.114	0.224	0.0045866257173739385	-0.11	PSC
INHBA	1.3962499895531134e-7	4.168188290605719	0.088	0.015	0.004632338590340364	0.073	PSC
TNPO2	1.4172374751180387e-7	0.3550786330405912	0.088	0.198	0.004701968771199117	-0.11000000000000001	PSC
MAMDC2	1.4209397257520785e-7	-0.6211642062357378	0.175	0.404	0.004714251728127671	-0.22900000000000004	PSC
SEC11A	1.4325333226253826e-7	0.6051167623329885	0.132	0.221	0.004752715804474232	-0.089	PSC
MVD	1.4360678186747463e-7	1.1681186422425598	0.053	0.103	0.004764442202017206	-0.049999999999999996	PSC
MAP2K4	1.443582469669474e-7	0.6973102505224298	0.219	0.32	0.004789373559622414	-0.101	PSC
PRKAG2	1.4573650960010754e-7	0.9102179022446225	0.333	0.351	0.004835100179002768	-0.01799999999999996	PSC
PPP1R12B	1.4576521688444337e-7	0.3527522998709527	0.36	0.491	0.004836052600575178	-0.131	PSC
PXK	1.480062044266468e-7	0.807370390641727	0.149	0.23	0.004910401844262861	-0.08100000000000002	PSC
RPS6KA5	1.4906842660350307e-7	2.0742184991443864	0.149	0.085	0.004945643189424421	0.06399999999999999	PSC
PPP1R14A	1.4923349676995985e-7	0.5671670846817207	0.035	0.098	0.004951119722336958	-0.063	PSC
ARGLU1	1.4973362654596626e-7	0.4355828096061376	0.289	0.407	0.004967712527915523	-0.118	PSC
USP32	1.501406084999422e-7	0.18525765885419676	0.289	0.476	0.004981214968202582	-0.187	PSC
SEC23A	1.505259963812042e-7	0.28789095513545254	0.158	0.273	0.0049940009819392115	-0.11500000000000002	PSC
DICER1	1.5073653139023737e-7	0.24262044448240416	0.184	0.311	0.0050009859019339055	-0.127	PSC
OSBPL8	1.5081362662860486e-7	-0.8353055487946733	0.237	0.485	0.005003543690657223	-0.248	PSC
ELMO1	1.5082236342368698e-7	-0.8066507004927022	0.219	0.473	0.005003833551307663	-0.254	PSC
BICRAL	1.5085688506189745e-7	0.33283937165125166	0.289	0.413	0.005004978875698572	-0.124	PSC
GJC1	1.5160889876369646e-7	2.732618126050007	0.158	0.04	0.0050299284342831575	0.118	PSC
FBXW4	1.5315461175873317e-7	0.4640550173379653	0.237	0.347	0.0050812105543194905	-0.10999999999999999	PSC
NFX1	1.5454360882542523e-7	0.23671535473884375	0.237	0.397	0.005127293310001133	-0.16000000000000003	PSC
RAB2A	1.5516560893019425e-7	0.42752374743269195	0.254	0.386	0.005147929407477055	-0.132	PSC
CRAMP1	1.568662718015447e-7	-0.12718391160520948	0.132	0.3	0.005204352299559849	-0.16799999999999998	PSC
USP3	1.5793128673125246e-7	0.33197394423836735	0.175	0.293	0.005239686299882763	-0.118	PSC
CTDSPL2	1.579336304377259e-7	0.17506190215516076	0.228	0.35	0.005239764057032432	-0.12199999999999997	PSC
SPART	1.588984308733715e-7	-1.2020330345422272	0.079	0.284	0.005271773241085847	-0.20499999999999996	PSC
EP300	1.5892898240523009e-7	-0.26009974932653135	0.202	0.39	0.005272786849258319	-0.188	PSC
BCAP29	1.5903578899685015e-7	-0.5969289776340062	0.053	0.186	0.005276330371548497	-0.133	PSC
MAP4K5	1.5904079651360243e-7	0.21220478130661974	0.211	0.351	0.005276496505931788	-0.13999999999999999	PSC
SENP2	1.619996629694013e-7	0.8247331191907112	0.132	0.205	0.005374662818335827	-0.07299999999999998	PSC
RB1CC1	1.62642310758033e-7	0.4819814386256082	0.263	0.343	0.00539598394401926	-0.08000000000000002	PSC
NFIB	1.6319065828418013e-7	0.1716660813505182	0.395	0.574	0.005414176469894245	-0.17899999999999994	PSC
SNX24	1.6510260651759393e-7	1.170971303072516	0.132	0.187	0.005477609176434214	-0.05499999999999999	PSC
PSEN1	1.6545293016743917e-7	0.41098904894107197	0.158	0.249	0.00548923186416513	-0.091	PSC
DENND6A-AS1	1.6716581010993966e-7	-1.2188204428935008	0.105	0.326	0.0055460600820174686	-0.22100000000000003	PSC
CSPP1	1.6776334837902018e-7	-0.6262829906180514	0.123	0.325	0.005565884609170752	-0.202	PSC
RASA2	1.684738322022437e-7	0.26835888323206336	0.193	0.332	0.005589456330973839	-0.139	PSC
CLOCK	1.686890617167327e-7	0.38585750468227153	0.158	0.273	0.005596597000576041	-0.11500000000000002	PSC
FAM153C	1.6891032027917834e-7	-4.754458177145859	0.009	0.153	0.0056039376959023	-0.144	PSC
ZNF160	1.7068805214263985e-7	-0.5991319452397208	0.123	0.329	0.005662917505936362	-0.20600000000000002	PSC
NR3C2	1.7109636537161174e-7	-0.5213397703590429	0.246	0.481	0.005676464113933963	-0.235	PSC
PIBF1	1.7183130006709885e-7	-0.2047575663051474	0.289	0.49	0.0057008470423261385	-0.201	PSC
EEA1	1.7215254673176803e-7	-0.2040631725788617	0.175	0.351	0.005711505042919868	-0.176	PSC
SYBU	1.7850070436774725e-7	-3.165110044193081	0.018	0.181	0.00592211786880875	-0.163	PSC
SLK	1.791044396815432e-7	0.5068890362779075	0.114	0.21	0.005942147995314558	-0.09599999999999999	PSC
LCP2	1.8224068647712656e-7	1.375737119503253	0.079	0.096	0.006046199255251628	-0.017	PSC
HSPA4	1.8527757706933857e-7	1.0233294716885835	0.105	0.17	0.006146954174429445	-0.06500000000000002	PSC
CFAP44	1.8529053159767122e-7	-1.3688894713450779	0.053	0.231	0.006147383966815938	-0.17800000000000002	PSC
GNAI1	1.860236745661121e-7	-0.6467426345135074	0.149	0.377	0.006171707451079901	-0.228	PSC
LARS2	1.86931838615464e-7	0.502437591421958	0.088	0.172	0.006201837609745249	-0.08399999999999999	PSC
MGST3	1.8837568633086644e-7	-0.8221867933027732	0.088	0.277	0.0062497401453991555	-0.18900000000000003	PSC
TLE1	1.887384259485642e-7	0.4374356347221027	0.237	0.351	0.006261774757695514	-0.11399999999999999	PSC
HSP90B1	1.893398735144608e-7	-0.710116622304073	0.14	0.361	0.006281728983589266	-0.22099999999999997	PSC
TM9SF3	1.896814885531151e-7	-0.19868645624460346	0.14	0.337	0.0062930627457266995	-0.197	PSC
TUSC3	1.9312983631489222e-7	-0.45749554326327013	0.105	0.29	0.00640746857941918	-0.185	PSC
AP002370.2	1.931695710355928e-7	-1.2293322118687922	0.026	0.183	0.006408786858247862	-0.157	PSC
AC018362.1	1.9336019476371545e-7	0.10057957785322098	0.149	0.277	0.0064151111816757875	-0.12800000000000003	PSC
AL356805.1	1.9453133491845657e-7	-3.2141437070899164	0.026	0.199	0.006453966098589633	-0.17300000000000001	PSC
RNF152	1.951433446820051e-7	0.9203471355738772	0.246	0.284	0.006474270746514883	-0.03799999999999998	PSC
FANCL	1.9520035355121245e-7	-1.3626169681788447	0.035	0.191	0.006476162129768575	-0.156	PSC
RPS7	1.9908694257825252e-7	-2.0211344040226873	0.035	0.216	0.0066051074939186835	-0.181	PSC
POSTN	1.99203369168538e-7	4.341335965653885	0.096	0.014	0.006608970178904586	0.082	PSC
AP2B1	1.9978380431980273e-7	-0.22976826163139566	0.175	0.341	0.006628227275918095	-0.16600000000000004	PSC
TNKS	2.0425070927729352e-7	-0.4608376838045327	0.219	0.439	0.006776425781692767	-0.22	PSC
GCN1	2.050692298982902e-7	0.9586406601688493	0.123	0.157	0.006803581840335574	-0.034	PSC
PCBP3	2.0806918648431408e-7	-2.038239897578579	0.018	0.172	0.006903111399990089	-0.154	PSC
ATR	2.095692975388672e-7	-0.3828323026011419	0.14	0.335	0.0069528805844469976	-0.195	PSC
ZZEF1	2.0966947731868472e-7	0.26979755003993	0.237	0.362	0.006956204249002003	-0.125	PSC
AC139887.2	2.1049746939569842e-7	-0.23921089070693774	0.114	0.262	0.006983674542141087	-0.14800000000000002	PSC
