pathway	CD4_Th17/Th2	CD4_TN	CD8_Act_Treg	CD8_Tex_TRM	Cyto_gdT/CD8_CTL	FOXP3-_Treg
Gap Junction (32g)	0.3983775022770072	-0.5369883168186443	1.84936290784687	-0.38675929372193457	-0.43098283914477725	-0.8930099604385151
Cis-Golgi Network Membrane (5g)	0.4921608147298929	-0.6775879695655233	1.6708933329676041	0.17733410486000734	-0.6159146773884466	-1.0468856056035332
Cyclin A2-Cdk2 Complex (3g)	0.6115144795171462	-0.7256688063333776	1.6762476015802934	-0.009948988674291823	-0.5699485414660305	-0.9821957446237396
Fibrinogen Complex (8g)	0.26389619650351875	-1.1848199822395957	1.804971951957639	-0.34888261776960466	-0.22447536943133828	-0.3106901790206163
Neuronal Dense Core Vesicle (9g)	0.4902812658304249	-0.4307433646670608	1.6443343844150806	-0.9479515482869354	-0.9635919285740192	0.2076711912825098
Condensed Nuclear Chromosome Outer Kinetochore (4g)	-0.020038659330150924	-0.8986136818909961	1.6501095331750149	-0.08596426614030864	0.4689321390791453	-1.114425064892704
Smn-Sm Protein Complex (17g)	-0.006280679202223373	-0.285739700943838	1.6619243162706516	0.014431152600952455	0.08175779643497944	-1.4660928851605264
Growing Cell Tip (3g)	-0.027254530267956555	-0.40242603468304894	1.7583150216679162	-1.2641865102815557	-0.3018482118242787	0.2374002653889258
Apical Plasma Membrane Urothelial Plaque (3g)	0.15289955417369003	-0.2591886521547596	1.833730795874722	-0.5147539587880964	-0.08356431619789827	-1.129123422907658
Condensed Chromosome Outer Kinetochore (14g)	0.15597587116853434	-1.1354717636636762	1.7790188438755254	-0.11139536818674513	0.024920382347057686	-0.7130479655406939
Epsilon Dna Polymerase Complex (5g)	-0.03428665460415958	-1.0441711087688854	1.890709278401201	-0.29252221250542126	-0.02204010801932609	-0.4976891945034085
Noc Complex (3g)	0.3679263446829247	-0.013608101603749319	1.6769109223346352	-0.0647610220977445	-0.743732178458628	-1.2227359648574365
Amylin Receptor Complex (4g)	0.7389762463688182	-0.6903224428447783	1.6606701762635343	-0.41856574908569716	-0.9704313469278959	-0.320326883773982
U7 Snrnp (7g)	-0.08942138368962999	-0.3048818713714166	1.8565759853603883	-0.08935685704994273	-0.1855872817549681	-1.1873285914944345
Symmetric, Gaba-Ergic, Inhibitory Synapse (4g)	-0.4330076728937076	-0.1632415912226518	2.0215777559040164	-0.3718727134452734	-0.5810696846776019	-0.47238609366478446
Phagolysosome (5g)	0.137273903743351	-0.3952476496578759	1.7938039150002143	-0.829901588707882	0.22552445563244392	-0.9314530360102512
R2tp Complex (5g)	0.7416381281226021	-0.8109961374046946	1.653582698231762	-0.2878737538259137	-0.38857169207112935	-0.9077792430526224
Mks Complex (13g)	0.058695848341240135	-0.6399304699647095	1.9595202867140262	-0.6861609240710076	-0.21006807896273197	-0.48205666205681363
Ekc/Keops Complex (6g)	0.5023532440663552	-0.4600698780330004	1.6778960612639133	0.0015964099331004977	-1.2061292600981492	-0.5156465771322171
Dolichol-Phosphate-Mannose Synthase Complex (3g)	0.2729283726949757	-0.36726560634200117	1.7367751427684535	0.21575646610813365	-0.9041556509433545	-0.9540387242862112
Gins Complex (3g)	0.8063169785831787	-0.7199207266455807	1.668261285432488	-0.5419065997748526	-0.5078204594801544	-0.7049304781150817
Interleukin-6 Receptor Complex (3g)	0.7446317250500187	-0.5222314271373449	-0.18113032356467687	1.4908842448588624	-1.3757924649781363	-0.15636175422872195
Ciliary Neurotrophic Factor Receptor Complex (3g)	0.7164839979781104	-0.5246415619716515	-0.18975895838016657	1.5014139327038962	-1.3805958332715806	-0.12290157705860845
Nuclear Envelope Lumen (9g)	0.11866036212268466	-0.024503632003563237	-1.042185234199273	1.8214619496986666	-0.7529465458288228	-0.12048689978968785
Tho Complex (6g)	0.48858659593458237	-0.8551293232532237	-0.08444806544559347	1.4880313622121486	-1.3156845076920565	0.27864393824414396
Tho Complex Part Of Transcription Export Complex (6g)	0.48858659593458237	-0.8551293232532237	-0.08444806544559347	1.4880313622121486	-1.3156845076920565	0.27864393824414396
Cis-Golgi Network (69g)	-0.06924863897240374	0.30264988994673053	-1.5471945600869532	1.5142441951588363	-0.41388999467219695	0.21343910862599036
Organelle Envelope Lumen (89g)	-0.042636061863304126	0.6112933535299196	-0.5110576369702644	1.6757434045984225	-0.7039330044059466	-1.029410054888822
Tetraspanin-Enriched Microdomain (10g)	0.11958866363471563	-0.11275428658547706	-1.2124907683374264	1.5499328604943654	-0.8936977066559462	0.5494212374497706
Sm-Like Protein Family Complex (78g)	-0.29066442079780197	0.9389262123167199	-0.5953113976760369	1.4848830375029054	-1.1511421960883386	-0.38669123525743626
Small Nuclear Ribonucleoprotein Complex (68g)	-0.3836256968093097	0.9813078429390684	-0.6606418488032652	1.494256878061911	-1.0289449090665654	-0.40235226632183535
Transcription Export Complex (15g)	0.5136182989856511	-0.654746694247359	-0.27704291740765075	1.499300022621024	-1.376755131551735	0.2956264216000663
U2-Type Spliceosomal Complex (94g)	-0.31438639410606933	0.8427607789702487	-0.340345813501719	1.573749476909129	-1.0333059360988361	-0.7284721121727635
Golgi Cis Cisterna (29g)	-0.25668364814293576	-0.2826406467211917	-1.2106494876265679	1.7911862135976286	-0.320070991182842	0.27885856007591586
Activin Responsive Factor Complex (3g)	0.2944584142888502	0.36769743939628047	-0.522005664019719	1.6627032324011672	-0.6607187424475263	-1.1421346796190526
Origin Recognition Complex (9g)	0.8319531505296054	-0.5577792077001559	-0.6299710181810665	1.5848474454773436	-0.2065735975895384	-1.0224767725361854
Nuclear Origin Of Replication Recognition Complex (9g)	0.8319531505296054	-0.5577792077001559	-0.6299710181810665	1.5848474454773436	-0.2065735975895384	-1.0224767725361854
Tramp Complex (4g)	-0.777065404866359	0.12414887755460682	-1.3323301243544157	1.5852813839608675	0.12076875097409948	0.2791965167311959
Growth Cone Filopodium (4g)	0.5183106493705162	-0.41152686502121777	-0.10896706108414177	1.6179924757473596	-1.3677289265642214	-0.24808027244829328
Aminoacyl-Trna Synthetase Multienzyme Complex (11g)	0.31937290736373314	0.21108877875503207	-0.5247337883521954	1.7437206650691033	-0.9349323792716437	-0.8145161835640385
Growth Cone Lamellipodium (3g)	0.16528847722217957	-0.7259487305980169	-0.18623103823499157	1.5061976446632563	-1.3424853910258598	0.5831790379734351
U5 Snrnp (18g)	-0.5671889426556752	0.8425959962601463	-0.053981831372351616	1.5172588436999466	-1.144867996305662	-0.5938160696264079
Condensed Chromosome Inner Kinetochore (5g)	0.5478236334572684	-0.49933952238343154	-0.8297119819000446	1.6577083898373814	-0.9994983014358434	0.12301778242466962
Glycogen Granule (7g)	-0.0045281966868087895	-0.2167911420615284	-0.724007914350269	1.4945000183076007	0.736469493292459	-1.285642258501457
Vesicle Lumen (337g)	-0.9394413278787345	0.6487523413810979	-0.49387357912615126	-0.6032388058776803	1.7248628331110771	-0.3370614616096119
Cytoplasmic Vesicle Lumen (336g)	-0.9401405096524346	0.6483679034204564	-0.4992083631992682	-0.5977151067913303	1.725135152187703	-0.33643907596512884
Primary Lysosome (154g)	-0.9499902907125817	0.466599801326453	-0.7016585054643585	-0.5400667511250798	1.7591609486255608	-0.03404520264998628
Azurophil Granule (154g)	-0.9499902907125817	0.466599801326453	-0.7016585054643585	-0.5400667511250798	1.7591609486255608	-0.03404520264998628
Cytolytic Granule (5g)	-0.5836114596630423	0.08500769648133993	-0.45237092653197924	-0.6662530818306315	1.9696319517258267	-0.35240418018151476
Ficolin-1-Rich Granule Membrane (61g)	-0.917951351471107	0.5260787157136153	-0.8593743274778334	-0.4428353670697354	1.7162424172293445	-0.02216008692428189
Phagocytic Vesicle Lumen (4g)	-0.6061071216050203	0.008505951456002268	-0.39305948235832455	-0.8986894561363995	1.9156543007970244	-0.02630419215328214
Respiratory Chain Complex Iv (20g)	-0.8069978452200118	0.50408718729927	-0.08264565673847193	-0.7444520571688592	1.7681567022662914	-0.6381483304382154
Mitochondrial Respiratory Chain Complex Iv (12g)	-0.4552861673628175	0.2346080525785255	0.06100000601488951	-0.8177546704289662	1.8280338364364646	-0.8506010572380958
Platelet Dense Granule (21g)	-0.9545682020103794	0.6192228551616543	-0.5892962602155302	-0.4193025580690524	1.739489044106592	-0.3955448789732895
Azurophil Granule Lumen (90g)	-0.7013681709791253	0.16509334615219576	-0.2292262396422717	-0.8060300154573826	1.9135383126101813	-0.3420072326835845
Apolipoprotein B Mrna Editing Enzyme Complex (3g)	-0.5452132034935596	0.3838114125928869	-0.060147137657635276	-1.165628751025914	1.7497593614278861	-0.3625816818436643
Bcl-2 Family Protein Complex (6g)	-0.6688710405167181	0.4872806606359357	-0.4823972933495086	-1.0170984447143416	1.7446855881357073	-0.06359947019107562
Glial Limiting End-Foot (3g)	-0.6839396267726209	-0.16048155145146495	-0.271903450150005	-0.5516320182039578	2.0038507952770326	-0.33589414869898276
Postsynaptic Endosome (13g)	-0.5985931592877206	-0.02269310698709168	-1.1623131781707114	-0.16663825210611383	1.79995746425152	0.15028023230011214
Smooth Muscle Contractile Fiber (4g)	-0.744823853555127	-0.2956596133513604	-0.6331233772472489	-0.6324683428294198	1.823101031048113	0.48297415593504245
Postsynaptic Recycling Endosome (6g)	-0.7793413839966946	0.16785408409086966	-1.0149531890587715	-0.36299486021044114	1.7769037984898668	0.21253155068517773
Astrocyte End-Foot (6g)	-0.30872446653523766	-0.42905106575899	0.557822150226981	-0.7178157285126184	1.7700932305933403	-0.8723241200134754
Anchored Component Of Postsynaptic Specialization Membrane (3g)	-0.18411884361660152	-0.08808285830994791	0.23115010096812588	-0.95608218551623	1.8202476891925234	-0.8231139027178725
Anchored Component Of Postsynaptic Density Membrane (3g)	-0.18411884361660152	-0.08808285830994791	0.23115010096812588	-0.95608218551623	1.8202476891925234	-0.8231139027178725
Postsynaptic Endosome Membrane (4g)	-0.05622022080039537	-0.39549863721774126	-0.19961991744901775	-0.7210639199442687	1.9782722140783817	-0.6058695186669603
Rna Polymerase Ii Transcription Repressor Complex (6g)	-0.20626778580039484	-0.21917438632516498	-0.780187500809906	-0.5535883506428403	1.985692092595279	-0.2264740690169716
Kinesin Ii Complex (3g)	-0.33433128089688013	-0.3492999647284499	-1.2042247135016113	-0.008302740456415991	1.8193649304552768	0.07679376912807608
Copi Vesicle Coat (13g)	-0.9212667528275253	0.18400510731499212	-0.2345494998251698	-0.04747814184731354	1.8401833922409718	-0.8208941050559592
Shelterin Complex (7g)	-1.3155970500904712	0.10631295650613187	-0.48140038032089766	0.19933510919416847	1.71375517522004	-0.2224058105089659
Anchored Component Of Synaptic Vesicle Membrane (13g)	-0.5236082454347155	-0.32818517574204337	-0.8979169858994904	-0.5157070681380553	1.832659462136529	0.4327580130777665
Synaptic Membrane (388g)	-0.6641894661507844	-0.2931884637304646	-0.5661754868886614	-0.37645195228164446	-0.10014300114051713	2.000148370192072
Postsynaptic Membrane (284g)	-0.6200477956174072	-0.3503710603233175	-0.5386050658343866	-0.40820383947979205	-0.0897596013593286	2.006987362614228
Cation Channel Complex (218g)	-0.3407249855193072	-0.45708854147144273	-0.15774247625325793	-0.5100818525019915	-0.5547880001788283	2.0204258559248296
Ion Channel Complex (300g)	-0.2872994459734783	-0.4240667280516086	-0.14519849147603228	-0.43124270712746654	-0.7164914124763324	2.004298785104922
Transmembrane Transporter Complex (323g)	-0.24811866428709078	-0.42165616186427773	-0.14042612865295606	-0.4887246127021867	-0.7030290184333344	2.0019545859398455
Transporter Complex (331g)	-0.25881179061460896	-0.4056580847180735	-0.15250055019158218	-0.4834588321005424	-0.7036522383783249	2.0040814960031295
Postsynaptic Specialization Membrane (125g)	-0.28430109549189286	-0.6788364753579296	-0.04554232750245787	-0.5306043728824562	-0.45306813032343735	1.992352401558176
Postsynaptic Density Membrane (100g)	-0.31032888839800016	-0.6625877435978963	-0.0595903414997228	-0.6344753013292728	-0.32174662901756185	1.988728903842457
Presynaptic Membrane (156g)	-0.6788818215752207	-0.14976212332436795	-0.5354704551709034	-0.5269508794407325	-0.09471276286853758	1.9857780423797622
Potassium Channel Complex (96g)	-0.4296036157459088	-0.6689411983791403	0.08213261307119353	-0.39078241524019813	-0.564945832663481	1.9721404489575336
Voltage-Gated Potassium Channel Complex (87g)	-0.4550652859237057	-0.6277868552997357	0.048009434242632015	-0.39268075680452824	-0.5557626962870954	1.983286160072436
Intrinsic Component Of Plasma Membrane (1713g)	-0.7214689135198707	-0.28624000626807933	-0.38924958516697755	-0.5957026391856347	0.020158667622360613	1.9725024765181929
Ionotropic Glutamate Receptor Complex (52g)	-0.24896805149089615	-0.397050546818692	-0.4166552089117738	-0.5317986123389159	-0.4382360272692613	2.032708446829537
Neurotransmitter Receptor Complex (54g)	-0.23242263641143224	-0.404694612733384	-0.4068671281305322	-0.5409549505692539	-0.44608040239220087	2.031019730236803
Calcium Channel Complex (65g)	-0.385630557089481	-0.05438277887806139	-0.5154344973399255	-0.4360720261865735	-0.6127385024352036	2.0042583619292436
Voltage-Gated Calcium Channel Complex (43g)	-0.37288419497783887	-0.1346289440505486	-0.3190744745799982	-0.7281590704011848	-0.4478184076214036	2.002565091630975
Neuron Projection Membrane (59g)	-0.3253896671028012	-0.418379818240064	-0.3867275767788897	-0.053288380725987766	-0.7984324266478615	1.9822178694956003
Axolemma (14g)	-0.4261856858280128	-0.4785051309202068	-0.05391172521960368	-0.5839837500303359	-0.46476285441764575	2.007349146415804
Basement Membrane (96g)	-0.3104600085353349	-0.2778714731810855	-0.09863774092840598	-0.45151569091881644	-0.8387227869662375	1.9772077005298774
Catenin Complex (28g)	-0.4122243010604689	-0.4560680094256934	-0.20858676462063236	-0.6960126346821899	-0.23662105385633822	2.009512763645323
Non-Motile Cilium (153g)	-0.3251807460378039	-0.22798330891311047	-0.5256906326464362	-0.03622838779878695	-0.8465440763958842	1.9616271517920156
Photoreceptor Outer Segment (89g)	-0.6357405260779871	-0.20173927887627657	-0.7000413274674119	-0.25289325888484143	-0.19985685270420855	1.9902712440107255
Photoreceptor Cell Cilium (116g)	-0.4892769536392043	-0.21981956293867605	-0.6612301895274534	-0.28433588583939445	-0.36121004034660575	2.015872632291338
9+0 Non-Motile Cilium (118g)	-0.4773575735013616	-0.23115143339629934	-0.6367221553018066	-0.2932722731530405	-0.3817745682093243	2.0202780035618324
Syntrophin Complex (4g)	-0.6257483164016848	-0.05359663250981044	-0.3427700077711563	-0.5589835993323833	-0.41892915938556435	2.0000277154006003
Junctional Sarcoplasmic Reticulum Membrane (9g)	-0.27217480591463106	-0.597877591056426	-0.09984188894226165	-0.6081051585996791	-0.42419066902451114	2.002190113537507
Tricellular Tight Junction (4g)	-0.6358628780354711	-0.5331751974440024	-0.29310134854646347	-0.0654535676921572	-0.4720109051850011	1.9996038969030954
Axonemal Central Apparatus (3g)	-0.441392030541142	-0.5001637717292141	0.04212442940260339	-0.6954843843276922	-0.38526316715927467	1.9801789243547196
Anchored Component Of Presynaptic Membrane (9g)	-0.4078352865012608	-0.5271882787947885	0.01967166757542526	-0.5529797336693782	-0.5251138290943044	1.9934454604843057
Photoreceptor Disc Membrane (22g)	-0.7438059465416373	-0.0446855028085778	-0.4817267588835629	-0.533241023596991	-0.17114424894920927	1.9746034807799833
