gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
AL590764.2	4.196366111867602e-14	4.224337127658857	1	0.744	1.3922283849343144e-9
KLRK1	1.776461580882268e-12	4.224202899435367	1	0.302	5.8937665868931e-8
SLAMF1	1.1070091256885023e-7	4.217361412071981	1	0.651	0.003672724176296744
LINC00944	1.280771602923761e-7	4.199746880856251	1	0.767	0.004249215947020162
IL2RG	1.0582436074307802e-6	4.163395870857133	1	0.512	0.03510934816373099
ICOS	1.0404624499407238e-7	4.1597616193501175	1	0.465	0.003451942270168339
KLRC2	4.5044167007137e-9	4.1526154786064655	1	0.186	1.4944303287957843e-4
AC246785.3	2.0841322267613436e-11	4.133704485364676	1	0.628	6.91452548872611e-7
FASLG	1.1768057638690253e-8	4.114710878814073	1	0.163	3.9042884827882653e-4
CD48	1.5352179821658055e-7	4.103406058227994	1	0.767	0.005093392699431493
SPN	2.400822283415382e-7	4.053365774361184	1	0.767	0.007965208089687212
RIPOR2	8.442609944920776e-15	4.036142063430993	1	0.93	2.8010047014263656e-10
C11orf21	8.7398979971218e-7	4.020437288575173	1	0.605	0.028996359585050997
RAC2	6.357984536126485e-7	4.019623410082545	1	0.698	0.021093885295506837
AC104078.2	2.6933900557902485e-8	4.019286996396042	1	0.674	8.935860188095308e-4
LINC00243	4.1740979457998615e-11	4.0140050591325505	1	0.744	1.3848404754780201e-6
P2RY10	4.813893587515998e-10	4.011742129211415	1	0.326	1.5971054755301825e-5
SH2D2A	2.7041526601739347e-13	3.993225424166659	1	0.651	8.971567280659063e-9
Z82206.1	7.922616677037572e-9	3.9903264036373276	1	0.512	2.628486534940755e-4
NLRC3	1.5633501837945045e-13	3.9898049556410946	1	0.884	5.186726904775028e-9
S100A4	1.2381886641186278e-6	3.983880548795873	1	0.791	0.041079385309463715
STYK1	1.2490510169774333e-6	3.983566236204333	1	0.791	0.0414397655902603
TIGIT	1.1493815100178579e-17	3.954609832487346	1	0.651	3.8133030357862473e-13
